,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_species_id,taxon_name_with_authors,taxon_name_with_paranthet_authors,taxon_name_with_primary_author,abbreviated_genus,sp_binomial_with_abbreviated_genus,sp_binomial_with_abbreviated_genus_with_authors,sp_binomial_with_abbreviated_genus_with_paranthet_authors,sp_binomial_with_abbreviated_genus_with_primary_author,publication_year
722963,329658-1,Erica spumosa,Erica spumosa L.,Ericaceae,Species,2794488,329658-1,Species,Accepted,Ericaceae,,Erica,,spumosa,,,,L.,,Pl. Rar. Afr.,: 11,(1760),Erica spumosa,L.,2794488,,,,2792525,329658-1,,N,Erica spumosa,Erica spumosa L.,329658-1,2794488,Erica spumosa L.,Erica spumosa L.,Erica spumosa L.,E.,E. spumosa,E. spumosa L.,E. spumosa L.,E. spumosa L.,1760
719817,329684-1,Erica strigosa,Erica strigosa Aiton,Ericaceae,Species,2794515,329684-1,Species,Accepted,Ericaceae,,Erica,,strigosa,,,,Aiton,,Hort. Kew., 2: 17,(1789),Erica strigosa,Aiton,2794515,,,,2792525,329684-1,,N,Erica strigosa,Erica strigosa Aiton,329684-1,2794515,Erica strigosa Aiton,Erica strigosa Aiton,Erica strigosa Aiton,E.,E. strigosa,E. strigosa Aiton,E. strigosa Aiton,E. strigosa Aiton,1789
724755,329725-1,Erica tenuifolia,Erica tenuifolia L.,Ericaceae,Species,2794561,329725-1,Species,Accepted,Ericaceae,,Erica,,tenuifolia,,,,L.,,"Syst. Nat., ed. 10.", 2: 1002,(1759),Erica tenuifolia,L.,2794561,,,,2792525,329725-1,,N,Erica tenuifolia,Erica tenuifolia L.,329725-1,2794561,Erica tenuifolia L.,Erica tenuifolia L.,Erica tenuifolia L.,E.,E. tenuifolia,E. tenuifolia L.,E. tenuifolia L.,E. tenuifolia L.,1759
725310,329733-1,Erica terminalis,Erica terminalis Salisb.,Ericaceae,Species,2794572,329733-1,Species,Accepted,Ericaceae,,Erica,,terminalis,,,,Salisb.,,Prodr. Stirp. Chap. Allerton,: 296,(1796),Erica terminalis,Salisb.,2794572,,,,2792525,329733-1,,N,Erica terminalis,Erica terminalis Salisb.,329733-1,2794572,Erica terminalis Salisb.,Erica terminalis Salisb.,Erica terminalis Salisb.,E.,E. terminalis,E. terminalis Salisb.,E. terminalis Salisb.,E. terminalis Salisb.,1796
721386,329744-1,Erica thodei,Erica thodei Guthrie & Bolus,Ericaceae,Species,2794587,329744-1,Species,Accepted,Ericaceae,,Erica,,thodei,,,,Guthrie & Bolus,W.H.Harvey & auct. suc. (eds.),Fl. Cap., 4(1): 284,(1905),Erica thodei,Guthrie & Bolus,2794587,,,,2792525,329744-1,,N,Erica thodei,Erica thodei Guthrie & Bolus,329744-1,2794587,Erica thodei Guthrie & Bolus,Erica thodei Guthrie & Bolus,Erica thodei Guthrie & Bolus,E.,E. thodei,E. thodei Guthrie & Bolus,E. thodei Guthrie & Bolus,E. thodei Guthrie & Bolus,1905
724451,329760-1,Erica totta,Erica totta Thunb.,Ericaceae,Species,2794604,329760-1,Species,Accepted,Ericaceae,,Erica,,totta,,,,Thunb.,,Erica,: 18,(1785),Erica totta,Thunb.,2794604,,,,2792525,329760-1,,N,Erica totta,Erica totta Thunb.,329760-1,2794604,Erica totta Thunb.,Erica totta Thunb.,Erica totta Thunb.,E.,E. totta,E. totta Thunb.,E. totta Thunb.,E. totta Thunb.,1785
724167,329785-1,Erica tristis,Erica tristis Bartl.,Ericaceae,Species,2794639,329785-1,Species,Accepted,Ericaceae,,Erica,,tristis,,,,Bartl.,,Linnaea, 7: 643,(1832),Erica tristis,Bartl.,2794639,,,,2792525,329785-1,,N,Erica tristis,Erica tristis Bartl.,329785-1,2794639,Erica tristis Bartl.,Erica tristis Bartl.,Erica tristis Bartl.,E.,E. tristis,E. tristis Bartl.,E. tristis Bartl.,E. tristis Bartl.,1832
722575,329802-1,Erica turgida,Erica turgida Salisb.,Ericaceae,Species,2794657,329802-1,Species,Accepted,Ericaceae,,Erica,,turgida,,,,Salisb.,,Trans. Linn. Soc. London, 6: 345,(1802),Erica turgida,Salisb.,2794657,,,,2792525,329802-1,,N,Erica turgida,Erica turgida Salisb.,329802-1,2794657,Erica turgida Salisb.,Erica turgida Salisb.,Erica turgida Salisb.,E.,E. turgida,E. turgida Salisb.,E. turgida Salisb.,E. turgida Salisb.,1802
720534,329809-1,Erica umbellata,Erica umbellata L.,Ericaceae,Species,2794666,329809-1,Species,Accepted,Ericaceae,,Erica,,umbellata,,,,L.,,Sp. Pl.,: 352,(1753),Erica umbellata,L.,2794666,,,,2792525,329809-1,,N,Erica umbellata,Erica umbellata L.,329809-1,2794666,Erica umbellata L.,Erica umbellata L.,Erica umbellata L.,E.,E. umbellata,E. umbellata L.,E. umbellata L.,E. umbellata L.,1753
724159,332093-2,Erica vagans,Erica vagans L.,Ericaceae,Species,2794693,332093-2,Species,Accepted,Ericaceae,,Erica,,vagans,,,,L.,,Erica,: 10,(1770),Erica vagans,L.,2794693,,,,2792525,332093-2,,N,Erica vagans,Erica vagans L.,332093-2,2794693,Erica vagans L.,Erica vagans L.,Erica vagans L.,E.,E. vagans,E. vagans L.,E. vagans L.,E. vagans L.,1770
719711,329857-1,Erica verecunda,Erica verecunda Salisb.,Ericaceae,Species,2794724,329857-1,Species,Accepted,Ericaceae,,Erica,,verecunda,,,,Salisb.,,Trans. Linn. Soc. London, 6: 379,(1802),Erica verecunda,Salisb.,2794724,,,,2792525,329857-1,,N,Erica verecunda,Erica verecunda Salisb.,329857-1,2794724,Erica verecunda Salisb.,Erica verecunda Salisb.,Erica verecunda Salisb.,E.,E. verecunda,E. verecunda Salisb.,E. verecunda Salisb.,E. verecunda Salisb.,1802
727044,329866-1,Erica verticillata,Erica verticillata P.J.Bergius,Ericaceae,Species,2794736,329866-1,Species,Accepted,Ericaceae,,Erica,,verticillata,,,,P.J.Bergius,,Descr. Pl. Cap.,: 99,(1767),Erica verticillata,P.J.Bergius,2794736,,,,2792525,329866-1,,N,Erica verticillata,Erica verticillata P.J.Bergius,329866-1,2794736,Erica verticillata P.J.Bergius,Erica verticillata P.J.Bergius,Erica verticillata P.J.Bergius,E.,E. verticillata,E. verticillata P.J.Bergius,E. verticillata P.J.Bergius,E. verticillata P.J.Bergius,1767
725750,329877-1,Erica villosa,Erica villosa J.C.Wendl.,Ericaceae,Species,2794748,329877-1,Species,Accepted,Ericaceae,,Erica,,villosa,,,,J.C.Wendl.,,Eric. Icon. Descr., 2(16): 55,(1805),Erica villosa,J.C.Wendl.,2794748,,,,2792525,329877-1,,N,Erica villosa,Erica villosa J.C.Wendl.,329877-1,2794748,Erica villosa J.C.Wendl.,Erica villosa J.C.Wendl.,Erica villosa J.C.Wendl.,E.,E. villosa,E. villosa J.C.Wendl.,E. villosa J.C.Wendl.,E. villosa J.C.Wendl.,1805
720794,329897-1,Erica viscaria,Erica viscaria L.,Ericaceae,Species,2794772,329897-1,Species,Accepted,Ericaceae,,Erica,,viscaria,,,,L.,,Erica,: 10,(1770),Erica viscaria,L.,2794772,,,,2792525,329897-1,,N,Erica viscaria,Erica viscaria L.,329897-1,2794772,Erica viscaria L.,Erica viscaria L.,Erica viscaria L.,E.,E. viscaria,E. viscaria L.,E. viscaria L.,E. viscaria L.,1770
707100,203509-1,Erigeron alpinus,Erigeron alpinus L.,Asteraceae,Species,3104800,203509-1,Species,Accepted,Asteraceae,,Erigeron,,alpinus,,,,L.,,Sp. Pl.,: 864,(1753),Erigeron alpinus,L.,3104800,,,,3133868,203509-1,,N,Erigeron alpinus,Erigeron alpinus L.,203509-1,3104800,Erigeron alpinus L.,Erigeron alpinus L.,Erigeron alpinus L.,E.,E. alpinus,E. alpinus L.,E. alpinus L.,E. alpinus L.,1753
703566,203583-1,Erigeron azureus,Erigeron azureus Regel ex Popov,Asteraceae,Species,3104886,203583-1,Species,Accepted,Asteraceae,,Erigeron,,azureus,,,,Regel ex Popov,,"Trudy Bot. Inst. Akad. Nauk S.S.S.R., Ser. 1, Fl. Sist. Vyssh. Rast.", 7: 9,(1948),Erigeron azureus,Regel ex Popov,3104886,,,,3133868,203583-1,,N,Erigeron azureus,Erigeron azureus Regel ex Popov,203583-1,3104886,Erigeron azureus Regel ex Popov,Erigeron azureus Regel ex Popov,Erigeron azureus Regel ex Popov,E.,E. azureus,E. azureus Regel ex Popov,E. azureus Regel ex Popov,E. azureus Regel ex Popov,1948
708776,93625-2,Erigeron calcicola,Erigeron calcicola Greenm.,Asteraceae,Species,3104940,93625-2,Species,Accepted,Asteraceae,,Erigeron,,calcicola,,,,Greenm.,,Proc. Amer. Acad. Arts, 41: 256,(1905),Erigeron calcicola,Greenm.,3104940,,,,3133868,93625-2,,N,Erigeron calcicola,Erigeron calcicola Greenm.,93625-2,3104940,Erigeron calcicola Greenm.,Erigeron calcicola Greenm.,Erigeron calcicola Greenm.,E.,E. calcicola,E. calcicola Greenm.,E. calcicola Greenm.,E. calcicola Greenm.,1905
708777,203686-1,Erigeron chionophilus,Erigeron chionophilus Wedd.,Asteraceae,Species,3105295,203686-1,Species,Accepted,Asteraceae,,Erigeron,,chionophilus,,,,Wedd.,,Chlor. Andina, 1: 191,(1857),Erigeron chionophilus,Wedd.,3105295,,,,3133868,203686-1,,N,Erigeron chionophilus,Erigeron chionophilus Wedd.,203686-1,3105295,Erigeron chionophilus Wedd.,Erigeron chionophilus Wedd.,Erigeron chionophilus Wedd.,E.,E. chionophilus,E. chionophilus Wedd.,E. chionophilus Wedd.,E. chionophilus Wedd.,1857
703769,203695-1,Erigeron cilicicus,Erigeron cilicicus Vierh.,Asteraceae,Species,3105303,203695-1,Species,Accepted,Asteraceae,,Erigeron,,cilicicus,,,,Vierh.,,Beih. Bot. Centralbl., 19(2): 515,(1906),Erigeron cilicicus,Vierh.,3105303,,,,3133868,203695-1,,N,Erigeron cilicicus,Erigeron cilicicus Vierh.,203695-1,3105303,Erigeron cilicicus Vierh.,Erigeron cilicicus Vierh.,Erigeron cilicicus Vierh.,E.,E. cilicicus,E. cilicicus Vierh.,E. cilicicus Vierh.,E. cilicicus Vierh.,1906
700326,203700-1,Erigeron cinereus,Erigeron cinereus Hook. & Arn.,Asteraceae,Species,3105309,203700-1,Species,Accepted,Asteraceae,,Erigeron,,cinereus,,,,Hook. & Arn.,,Compan. Bot. Mag., 2: 50,(1836),Erigeron cinereus,Hook. & Arn.,3105309,,,,3133868,203700-1,,N,Erigeron cinereus,Erigeron cinereus Hook. & Arn.,203700-1,3105309,Erigeron cinereus Hook. & Arn.,Erigeron cinereus Hook. & Arn.,Erigeron cinereus Hook. & Arn.,E.,E. cinereus,E. cinereus Hook. & Arn.,E. cinereus Hook. & Arn.,E. cinereus Hook. & Arn.,1836
706802,203737-1,Erigeron corymbosus,Erigeron corymbosus Nutt.,Asteraceae,Species,3105350,203737-1,Species,Accepted,Asteraceae,,Erigeron,,corymbosus,,,,Nutt.,,Trans. Amer. Philos. Soc.,", n.s., 7: 308",(1840),Erigeron corymbosus,Nutt.,3105350,,,,3133868,203737-1,,N,Erigeron corymbosus,Erigeron corymbosus Nutt.,203737-1,3105350,Erigeron corymbosus Nutt.,Erigeron corymbosus Nutt.,Erigeron corymbosus Nutt.,E.,E. corymbosus,E. corymbosus Nutt.,E. corymbosus Nutt.,E. corymbosus Nutt.,1840
700327,203761-1,Erigeron decumbens,Erigeron decumbens Nutt.,Asteraceae,Species,3105361,203761-1,Species,Accepted,Asteraceae,,Erigeron,,decumbens,,,,Nutt.,,Trans. Amer. Philos. Soc.,", n.s., 7: 309",(1840),Erigeron decumbens,Nutt.,3105361,,,,3133868,203761-1,,N,Erigeron decumbens,Erigeron decumbens Nutt.,203761-1,3105361,Erigeron decumbens Nutt.,Erigeron decumbens Nutt.,Erigeron decumbens Nutt.,E.,E. decumbens,E. decumbens Nutt.,E. decumbens Nutt.,E. decumbens Nutt.,1840
700944,203785-1,Erigeron divaricatus,Erigeron divaricatus Michx.,Asteraceae,Species,3106010,203785-1,Species,Accepted,Asteraceae,,Erigeron,,divaricatus,,,,Michx.,,Fl. Bor.-Amer., 2: 123,(1803),Erigeron divaricatus,Michx.,3106010,,,,3133868,203785-1,,N,Erigeron divaricatus,Erigeron divaricatus Michx.,203785-1,3106010,Erigeron divaricatus Michx.,Erigeron divaricatus Michx.,Erigeron divaricatus Michx.,E.,E. divaricatus,E. divaricatus Michx.,E. divaricatus Michx.,E. divaricatus Michx.,1803
701633,203788-1,Erigeron divergens,Erigeron divergens Torr. & A.Gray,Asteraceae,Species,3105119,203788-1,Species,Accepted,Asteraceae,,Erigeron,,divergens,,,,Torr. & A.Gray,,Fl. N. Amer., 2: 175,(1841),Erigeron divergens,Torr. & A.Gray,3105119,,,,3133868,203788-1,,N,Erigeron divergens,Erigeron divergens Torr. & A.Gray,203788-1,3105119,Erigeron divergens Torr. & A.Gray,Erigeron divergens Torr. & A.Gray,Erigeron divergens Torr. & A.Gray,E.,E. divergens,E. divergens Torr. & A.Gray,E. divergens Torr. & A.Gray,E. divergens Torr. & A.Gray,1841
704426,93749-2,Erigeron eriocephalus,Erigeron eriocephalus J.Vahl,Asteraceae,Species,3105437,93749-2,Species,Accepted,Asteraceae,,Erigeron,,eriocephalus,,,,J.Vahl,G.C.Oeder & al. (eds.),Fl. Dan., 13: 2299,(1840),Erigeron eriocephalus,J.Vahl,3105437,,,,3133868,93749-2,,N,Erigeron eriocephalus,Erigeron eriocephalus J.Vahl,93749-2,3105437,Erigeron eriocephalus J.Vahl,Erigeron eriocephalus J.Vahl,Erigeron eriocephalus J.Vahl,E.,E. eriocephalus,E. eriocephalus J.Vahl,E. eriocephalus J.Vahl,E. eriocephalus J.Vahl,1840
708390,203855-1,Erigeron flagellaris,Erigeron flagellaris A.Gray,Asteraceae,Species,3105462,203855-1,Species,Accepted,Asteraceae,,Erigeron,,flagellaris,,,,A.Gray,,Mem. Amer. Acad. Arts,", n.s., 4(1): 68",(1849),Erigeron flagellaris,A.Gray,3105462,,,,3133868,203855-1,,N,Erigeron flagellaris,Erigeron flagellaris A.Gray,203855-1,3105462,Erigeron flagellaris A.Gray,Erigeron flagellaris A.Gray,Erigeron flagellaris A.Gray,E.,E. flagellaris,E. flagellaris A.Gray,E. flagellaris A.Gray,E. flagellaris A.Gray,1849
107231,203873-1,Erigeron frigidus,Erigeron frigidus Boiss. ex DC.,Asteraceae,Species,3105511,203873-1,Species,Accepted,Asteraceae,,Erigeron,,frigidus,,,,Boiss. ex DC.,,Prodr., 7: 274,(1838),Erigeron frigidus,Boiss. ex DC.,3105511,3221262,Lag. & Rodr.,,3133868,203873-1,,N,Erigeron frigidus,Erigeron frigidus Boiss. ex DC.,203873-1,3105511,Erigeron frigidus Boiss. ex DC.,Erigeron frigidus Boiss. ex DC.,Erigeron frigidus Boiss. ex DC.,E.,E. frigidus,E. frigidus Boiss. ex DC.,E. frigidus Boiss. ex DC.,E. frigidus Boiss. ex DC.,1838
705912,308505-2,Erigeron glabratus,Erigeron glabratus Hoppe & Hornsch. ex Bluff & Fingerh.,Asteraceae,Species,3105544,308505-2,Species,Accepted,Asteraceae,,Erigeron,,glabratus,,,,Hoppe & Hornsch. ex Bluff & Fingerh.,,Comp. Fl. German., 2: 364,(1825),Erigeron glabratus,Hoppe & Hornsch. ex Bluff & Fingerh.,3105544,,,,3133868,308505-2,,N,Erigeron glabratus,Erigeron glabratus Hoppe & Hornsch. ex Bluff & Fingerh.,308505-2,3105544,Erigeron glabratus Hoppe & Hornsch. ex Bluff & Fingerh.,Erigeron glabratus Hoppe & Hornsch. ex Bluff & Fingerh.,Erigeron glabratus Hoppe & Hornsch. ex Bluff & Fingerh.,E.,E. glabratus,E. glabratus Hoppe & Hornsch. ex Bluff & Fingerh.,E. glabratus Hoppe & Hornsch. ex Bluff & Fingerh.,E. glabratus Hoppe & Hornsch. ex Bluff & Fingerh.,1825
703872,329834-2,Erigeron grandiflorus,Erigeron grandiflorus Hook.,Asteraceae,Species,3105586,329834-2,Species,Accepted,Asteraceae,,Erigeron,,grandiflorus,,,,Hook.,,Fl. Bor.-Amer., 2: 18,(1834),Erigeron grandiflorus,Hook.,3105586,,,,3133868,329834-2,,N,Erigeron grandiflorus,Erigeron grandiflorus Hook.,329834-2,3105586,Erigeron grandiflorus Hook.,Erigeron grandiflorus Hook.,Erigeron grandiflorus Hook.,E.,E. grandiflorus,E. grandiflorus Hook.,E. grandiflorus Hook.,E. grandiflorus Hook.,1834
703468,203979-1,Erigeron humilis,Erigeron humilis Graham,Asteraceae,Species,3105618,203979-1,Species,Accepted,Asteraceae,,Erigeron,,humilis,,,,Graham,,Edinburgh New Philos. J., 1828(Oct.-Dec.): 175,(1828),Erigeron humilis,Graham,3105618,,,,3133868,203979-1,,N,Erigeron humilis,Erigeron humilis Graham,203979-1,3105618,Erigeron humilis Graham,Erigeron humilis Graham,Erigeron humilis Graham,E.,E. humilis,E. humilis Graham,E. humilis Graham,E. humilis Graham,1828
705198,203990-1,Erigeron hyssopifolius,Erigeron hyssopifolius Michx.,Asteraceae,Species,3105631,203990-1,Species,Accepted,Asteraceae,,Erigeron,,hyssopifolius,,,,Michx.,,Fl. Bor.-Amer., 2: 123,(1803),Erigeron hyssopifolius,Michx.,3105631,,,,3133868,203990-1,,N,Erigeron hyssopifolius,Erigeron hyssopifolius Michx.,203990-1,3105631,Erigeron hyssopifolius Michx.,Erigeron hyssopifolius Michx.,Erigeron hyssopifolius Michx.,E.,E. hyssopifolius,E. hyssopifolius Michx.,E. hyssopifolius Michx.,E. hyssopifolius Michx.,1803
708780,204199-1,Erigeron nanus,Erigeron nanus Nutt.,Asteraceae,Species,3105829,204199-1,Species,Accepted,Asteraceae,,Erigeron,,nanus,,,,Nutt.,,Trans. Amer. Philos. Soc.,", n.s., 7: 308",(1840),Erigeron nanus,Nutt.,3105829,,,,3133868,204199-1,,N,Erigeron nanus,Erigeron nanus Nutt.,204199-1,3105829,Erigeron nanus Nutt.,Erigeron nanus Nutt.,Erigeron nanus Nutt.,E.,E. nanus,E. nanus Nutt.,E. nanus Nutt.,E. nanus Nutt.,1840
706523,204220-1,Erigeron nivalis,Erigeron nivalis Nutt.,Asteraceae,Species,3105867,204220-1,Species,Accepted,Asteraceae,,Erigeron,,nivalis,,,,Nutt.,,Trans. Amer. Philos. Soc.,", n.s., 7: 311",(1840),Erigeron nivalis,Nutt.,3105867,,,,3133868,204220-1,,N,Erigeron nivalis,Erigeron nivalis Nutt.,204220-1,3105867,Erigeron nivalis Nutt.,Erigeron nivalis Nutt.,Erigeron nivalis Nutt.,E.,E. nivalis,E. nivalis Nutt.,E. nivalis Nutt.,E. nivalis Nutt.,1840
703173,204240-1,Erigeron ochroleucus,Erigeron ochroleucus Nutt.,Asteraceae,Species,3105875,204240-1,Species,Accepted,Asteraceae,,Erigeron,,ochroleucus,,,,Nutt.,,Trans. Amer. Philos. Soc.,", n.s., 7: 309",(1840),Erigeron ochroleucus,Nutt.,3105875,,,,3133868,204240-1,,N,Erigeron ochroleucus,Erigeron ochroleucus Nutt.,204240-1,3105875,Erigeron ochroleucus Nutt.,Erigeron ochroleucus Nutt.,Erigeron ochroleucus Nutt.,E.,E. ochroleucus,E. ochroleucus Nutt.,E. ochroleucus Nutt.,E. ochroleucus Nutt.,1840
708957,93984-2,Erigeron oreophilus,Erigeron oreophilus Greenm.,Asteraceae,Species,3105885,93984-2,Species,Accepted,Asteraceae,,Erigeron,,oreophilus,,,,Greenm.,,Proc. Amer. Acad. Arts, 41: 257,(1905),Erigeron oreophilus,Greenm.,3105885,,,,3133868,93984-2,,N,Erigeron oreophilus,Erigeron oreophilus Greenm.,93984-2,3105885,Erigeron oreophilus Greenm.,Erigeron oreophilus Greenm.,Erigeron oreophilus Greenm.,E.,E. oreophilus,E. oreophilus Greenm.,E. oreophilus Greenm.,E. oreophilus Greenm.,1905
708285,204312-1,Erigeron philadelphicus,Erigeron philadelphicus L.,Asteraceae,Species,2926485,204312-1,Species,Accepted,Asteraceae,,Erigeron,,philadelphicus,,,,L.,,Sp. Pl.,: 863,(1753),Erigeron philadelphicus,L.,2926485,,,,3133868,204312-1,,N,Erigeron philadelphicus,Erigeron philadelphicus L.,204312-1,2926485,Erigeron philadelphicus L.,Erigeron philadelphicus L.,Erigeron philadelphicus L.,E.,E. philadelphicus,E. philadelphicus L.,E. philadelphicus L.,E. philadelphicus L.,1753
704239,204381-1,Erigeron pulchellus,Erigeron pulchellus Michx.,Asteraceae,Species,3105976,204381-1,Species,Accepted,Asteraceae,,Erigeron,,pulchellus,,,,Michx.,,Fl. Bor.-Amer., 2: 124,(1803),Erigeron pulchellus,Michx.,3105976,,,,3133868,204381-1,,N,Erigeron pulchellus,Erigeron pulchellus Michx.,204381-1,3105976,Erigeron pulchellus Michx.,Erigeron pulchellus Michx.,Erigeron pulchellus Michx.,E.,E. pulchellus,E. pulchellus Michx.,E. pulchellus Michx.,E. pulchellus Michx.,1803
958,94073-2,Erigeron pumilus,Erigeron pumilus Nutt.,Asteraceae,Species,3105986,94073-2,Species,Accepted,Asteraceae,,Erigeron,,pumilus,,,,Nutt.,,Gen. N. Amer. Pl., 2: 147,(1818),Erigeron pumilus,Nutt.,3105986,3105987,Pursh,,3133868,94073-2,,N,Erigeron pumilus,Erigeron pumilus Nutt.,94073-2,3105986,Erigeron pumilus Nutt.,Erigeron pumilus Nutt.,Erigeron pumilus Nutt.,E.,E. pumilus,E. pumilus Nutt.,E. pumilus Nutt.,E. pumilus Nutt.,1818
701634,204402-1,Erigeron quercifolius,Erigeron quercifolius Lam.,Asteraceae,Species,3106004,204402-1,Species,Accepted,Asteraceae,,Erigeron,,quercifolius,,,,Lam.,,Tabl. Encycl., 3: 258,(1823),Erigeron quercifolius,Lam.,3106004,,,,3133868,204402-1,,N,Erigeron quercifolius,Erigeron quercifolius Lam.,204402-1,3106004,Erigeron quercifolius Lam.,Erigeron quercifolius Lam.,Erigeron quercifolius Lam.,E.,E. quercifolius,E. quercifolius Lam.,E. quercifolius Lam.,E. quercifolius Lam.,1823
707775,94154-2,Erigeron stenophyllus,Erigeron stenophyllus Hook. & Arn.,Asteraceae,Species,3105123,94154-2,Species,Accepted,Asteraceae,,Erigeron,,stenophyllus,,,,Hook. & Arn.,,Compan. Bot. Mag., 2: 49,(1836),Erigeron stenophyllus,Hook. & Arn.,3105123,,,,3133868,94154-2,,N,Erigeron stenophyllus,Erigeron stenophyllus Hook. & Arn.,94154-2,3105123,Erigeron stenophyllus Hook. & Arn.,Erigeron stenophyllus Hook. & Arn.,Erigeron stenophyllus Hook. & Arn.,E.,E. stenophyllus,E. stenophyllus Hook. & Arn.,E. stenophyllus Hook. & Arn.,E. stenophyllus Hook. & Arn.,1836
706880,94159-2,Erigeron strigosus,Erigeron strigosus Muhl. ex Willd.,Asteraceae,Species,2926486,94159-2,Species,Accepted,Asteraceae,,Erigeron,,strigosus,,,,Muhl. ex Willd.,,"Sp. Pl., ed. 4.", 3: 1956,(1803),Erigeron strigosus,Muhl. ex Willd.,2926486,,,,3133868,94159-2,,N,Erigeron strigosus,Erigeron strigosus Muhl. ex Willd.,94159-2,2926486,Erigeron strigosus Muhl. ex Willd.,Erigeron strigosus Muhl. ex Willd.,Erigeron strigosus Muhl. ex Willd.,E.,E. strigosus,E. strigosus Muhl. ex Willd.,E. strigosus Muhl. ex Willd.,E. strigosus Muhl. ex Willd.,1803
700332,204583-1,Erigeron tenellus,Erigeron tenellus DC.,Asteraceae,Species,3106211,204583-1,Species,Accepted,Asteraceae,,Erigeron,,tenellus,,,,DC.,,Prodr., 5: 288,(1836),Erigeron tenellus,DC.,3106211,,,,3133868,204583-1,,N,Erigeron tenellus,Erigeron tenellus DC.,204583-1,3106211,Erigeron tenellus DC.,Erigeron tenellus DC.,Erigeron tenellus DC.,E.,E. tenellus,E. tenellus DC.,E. tenellus DC.,E. tenellus DC.,1836
700333,303342-2,Erigeron tener,Erigeron tener A.Gray,Asteraceae,Species,3106213,303342-2,Species,Accepted,Asteraceae,,Erigeron,,tener,,,,A.Gray,,Notes Compositae,: 91,(1880),Erigeron tener,A.Gray,3106213,,,,3133868,303342-2,,N,Erigeron tener,Erigeron tener A.Gray,303342-2,3106213,Erigeron tener A.Gray,Erigeron tener A.Gray,Erigeron tener A.Gray,E.,E. tener,E. tener A.Gray,E. tener A.Gray,E. tener A.Gray,1880
706418,204652-1,Erigeron ursinus,Erigeron ursinus D.C.Eaton,Asteraceae,Species,3106269,204652-1,Species,Accepted,Asteraceae,,Erigeron,,ursinus,,,,D.C.Eaton,S.Watson,Botany [Fortieth Parallel],: 148,(1871),Erigeron ursinus,D.C.Eaton,3106269,,,,3133868,204652-1,,N,Erigeron ursinus,Erigeron ursinus D.C.Eaton,204652-1,3106269,Erigeron ursinus D.C.Eaton,Erigeron ursinus D.C.Eaton,Erigeron ursinus D.C.Eaton,E.,E. ursinus,E. ursinus D.C.Eaton,E. ursinus D.C.Eaton,E. ursinus D.C.Eaton,1871
61921,335127-1,Eriocaulon benthamii,Eriocaulon benthamii Kunth,Eriocaulaceae,Species,243510,335127-1,Species,Accepted,Eriocaulaceae,,Eriocaulon,,benthamii,,,,Kunth,,Enum. Pl., 3: 545,(1841),Eriocaulon benthamii,Kunth,243510,243977,Hook. & Arn.,,243420,335127-1,,Y,Eriocaulon benthamii,Eriocaulon benthamii Kunth,335127-1,243510,Eriocaulon benthamii Kunth,Eriocaulon benthamii Kunth,Eriocaulon benthamii Kunth,E.,E. benthamii,E. benthamii Kunth,E. benthamii Kunth,E. benthamii Kunth,1841
534941,94317-2,Eriocaulon bilobatum,Eriocaulon bilobatum Morong,Eriocaulaceae,Species,243516,94317-2,Species,Accepted,Eriocaulaceae,,Eriocaulon,,bilobatum,,,,Morong,,Bull. Torrey Bot. Club, 19: 226,(1892),Eriocaulon bilobatum,Morong,243516,,,,243420,94317-2,,Y,Eriocaulon bilobatum,Eriocaulon bilobatum Morong,94317-2,243516,Eriocaulon bilobatum Morong,Eriocaulon bilobatum Morong,Eriocaulon bilobatum Morong,E.,E. bilobatum,E. bilobatum Morong,E. bilobatum Morong,E. bilobatum Morong,1892
535932,335214-1,Eriocaulon cristatum,Eriocaulon cristatum Mart.,Eriocaulaceae,Species,243619,335214-1,Species,Accepted,Eriocaulaceae,,Eriocaulon,,cristatum,,,,Mart.,N.Wallich,Pl. Asiat. Rar., 3: 28,(1832),Eriocaulon cristatum,Mart.,243619,,,,243420,335214-1,,Y,Eriocaulon cristatum,Eriocaulon cristatum Mart.,335214-1,243619,Eriocaulon cristatum Mart.,Eriocaulon cristatum Mart.,Eriocaulon cristatum Mart.,E.,E. cristatum,E. cristatum Mart.,E. cristatum Mart.,E. cristatum Mart.,1832
