,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_species_id,publication_year,taxon_names_with_authors,taxon_names_with_paranthet_authors,taxon_names_with_primary_author,abbreviated_genus,sp_binomial_with_abbreviated_genus,sp_binomial_with_abbreviated_genus_with_authors,sp_binomial_with_abbreviated_genus_with_paranthet_authors,sp_binomial_with_abbreviated_genus_with_primary_author
768165,265211-1,Argyreia leschenaultii,Argyreia leschenaultii Choisy,Convolvulaceae,Species,482428,265211-1,Species,Accepted,Convolvulaceae,,Argyreia,,leschenaultii,,,,Choisy,,Mém. Soc. Phys. Genève, 6: 413,(1833 publ. 1834),Argyreia leschenaultii,Choisy,482428,,,,482330,265211-1,,Y,Argyreia leschenaultii,Argyreia leschenaultii Choisy,265211-1,482428,1834,Argyreia leschenaultii Choisy,Argyreia leschenaultii Choisy,Argyreia leschenaultii Choisy,A.,A. leschenaultii,A. leschenaultii Choisy,A. leschenaultii Choisy,A. leschenaultii Choisy
765876,265280-1,Argyreia sericea,Argyreia sericea Dalzell & A.Gibson,Convolvulaceae,Species,482911,265280-1,Species,Accepted,Convolvulaceae,,Argyreia,,sericea,,,,Dalzell & A.Gibson,,Bombay Fl.,: 169,(1861),Argyreia sericea,Dalzell & A.Gibson,482911,,,,482330,265280-1,,Y,Argyreia sericea,Argyreia sericea Dalzell & A.Gibson,265280-1,482911,1861,Argyreia sericea Dalzell & A.Gibson,Argyreia sericea Dalzell & A.Gibson,Argyreia sericea Dalzell & A.Gibson,A.,A. sericea,A. sericea Dalzell & A.Gibson,A. sericea Dalzell & A.Gibson,A. sericea Dalzell & A.Gibson
330090,265304-1,Argyreia zeylanica,Argyreia zeylanica (Gaertn.) Voigt,Convolvulaceae,Species,482939,265304-1,Species,Accepted,Convolvulaceae,,Argyreia,,zeylanica,,,Gaertn.,Voigt,,Hort. Suburb. Calcutt.,: 351,(1845),Argyreia zeylanica,(Gaertn.) Voigt,482939,481975,,,482330,265304-1,,Y,Argyreia zeylanica,Argyreia zeylanica (Gaertn.) Voigt,265304-1,482939,1845,Argyreia zeylanica (Gaertn.) Voigt,Argyreia zeylanica Gaertn. Voigt,Argyreia zeylanica Voigt,A.,A. zeylanica,A. zeylanica (Gaertn.) Voigt,A. zeylanica Gaertn. Voigt,A. zeylanica Voigt
643478,360573-1,Argyroderma framesii,Argyroderma framesii L.Bolus,Aizoaceae,Species,2650673,360573-1,Species,Accepted,Aizoaceae,,Argyroderma,,framesii,,,,L.Bolus,,Notes Mesembryanthemum, 2: 459,(1934),Argyroderma framesii,L.Bolus,2650673,,,,2650650,360573-1,,N,Argyroderma framesii,Argyroderma framesii L.Bolus,360573-1,2650673,1934,Argyroderma framesii L.Bolus,Argyroderma framesii L.Bolus,Argyroderma framesii L.Bolus,A.,A. framesii,A. framesii L.Bolus,A. framesii L.Bolus,A. framesii L.Bolus
4625,475137-1,Argyrolobium argenteum,Argyrolobium argenteum (Jacq.) Eckl. & Zeyh.,Fabaceae,Species,2650733,475137-1,Species,Accepted,Fabaceae,,Argyrolobium,,argenteum,,,Jacq.,Eckl. & Zeyh.,,Enum. Pl. Afric. Austral.,: 184,(1836),Argyrolobium argenteum,(Jacq.) Eckl. & Zeyh.,2650733,2743267,,,2650716,475137-1,,Y,Argyrolobium argenteum,Argyrolobium argenteum (Jacq.) Eckl. & Zeyh.,475137-1,2650733,1836,Argyrolobium argenteum (Jacq.) Eckl. & Zeyh.,Argyrolobium argenteum Jacq. Eckl. & Zeyh.,Argyrolobium argenteum Eckl. & Zeyh.,A.,A. argenteum,A. argenteum (Jacq.) Eckl. & Zeyh.,A. argenteum Jacq. Eckl. & Zeyh.,A. argenteum Eckl. & Zeyh.
517517,475223-1,Argyrolobium pauciflorum,Argyrolobium pauciflorum Eckl. & Zeyh.,Fabaceae,Species,2650833,475223-1,Species,Accepted,Fabaceae,,Argyrolobium,,pauciflorum,,,,Eckl. & Zeyh.,,Enum. Pl. Afric. Austral.,: 186,(1836),Argyrolobium pauciflorum,Eckl. & Zeyh.,2650833,,,,2650716,475223-1,,Y,Argyrolobium pauciflorum,Argyrolobium pauciflorum Eckl. & Zeyh.,475223-1,2650833,1836,Argyrolobium pauciflorum Eckl. & Zeyh.,Argyrolobium pauciflorum Eckl. & Zeyh.,Argyrolobium pauciflorum Eckl. & Zeyh.,A.,A. pauciflorum,A. pauciflorum Eckl. & Zeyh.,A. pauciflorum Eckl. & Zeyh.,A. pauciflorum Eckl. & Zeyh.
494499,475259-1,Argyrolobium stipulaceum,Argyrolobium stipulaceum Eckl. & Zeyh.,Fabaceae,Species,2650882,475259-1,Species,Accepted,Fabaceae,,Argyrolobium,,stipulaceum,,,,Eckl. & Zeyh.,,Enum. Pl. Afric. Austral.,: 187,(1836),Argyrolobium stipulaceum,Eckl. & Zeyh.,2650882,,,,2650716,475259-1,,Y,Argyrolobium stipulaceum,Argyrolobium stipulaceum Eckl. & Zeyh.,475259-1,2650882,1836,Argyrolobium stipulaceum Eckl. & Zeyh.,Argyrolobium stipulaceum Eckl. & Zeyh.,Argyrolobium stipulaceum Eckl. & Zeyh.,A.,A. stipulaceum,A. stipulaceum Eckl. & Zeyh.,A. stipulaceum Eckl. & Zeyh.,A. stipulaceum Eckl. & Zeyh.
387993,475275-1,Argyrolobium uniflorum,Argyrolobium uniflorum (Decne.) Jaub. & Spach,Fabaceae,Species,2650901,475275-1,Species,Accepted,Fabaceae,,Argyrolobium,,uniflorum,,,Decne.,Jaub. & Spach,,Ill. Pl. Orient., 1: 115,(1842),Argyrolobium uniflorum,(Decne.) Jaub. & Spach,2650901,2754973,,,2650716,475275-1,,Y,Argyrolobium uniflorum,Argyrolobium uniflorum (Decne.) Jaub. & Spach,475275-1,2650901,1842,Argyrolobium uniflorum (Decne.) Jaub. & Spach,Argyrolobium uniflorum Decne. Jaub. & Spach,Argyrolobium uniflorum Jaub. & Spach,A.,A. uniflorum,A. uniflorum (Decne.) Jaub. & Spach,A. uniflorum Decne. Jaub. & Spach,A. uniflorum Jaub. & Spach
726816,18938-2,Argythamnia argentea,Argythamnia argentea Millsp.,Euphorbiaceae,Species,15045,18938-2,Species,Accepted,Euphorbiaceae,,Argythamnia,,argentea,,,,Millsp.,,"Publ. Field Columb. Mus., Bot. Ser.", 2: 154,(1906),Argythamnia argentea,Millsp.,15045,,,,15036,18938-2,,Y,Argythamnia argentea,Argythamnia argentea Millsp.,18938-2,15045,1906,Argythamnia argentea Millsp.,Argythamnia argentea Millsp.,Argythamnia argentea Millsp.,A.,A. argentea,A. argentea Millsp.,A. argentea Millsp.,A. argentea Millsp.
343225,18986-2,Argythamnia lanceolata,Argythamnia lanceolata (Benth.) Müll.Arg.,Euphorbiaceae,Species,15111,18986-2,Species,Accepted,Euphorbiaceae,,Argythamnia,,lanceolata,,,Benth.,Müll.Arg.,,Linnaea, 34: 148,(1865),Argythamnia lanceolata,(Benth.) Müll.Arg.,15111,190840,,,15036,18986-2,,Y,Argythamnia lanceolata,Argythamnia lanceolata (Benth.) Müll.Arg.,18986-2,15111,1865,Argythamnia lanceolata (Benth.) Müll.Arg.,Argythamnia lanceolata Benth. Müll.Arg.,Argythamnia lanceolata Müll.Arg.,A.,A. lanceolata,A. lanceolata (Benth.) Müll.Arg.,A. lanceolata Benth. Müll.Arg.,A. lanceolata Müll.Arg.
741702,85576-1,Arisaema auriculatum,Arisaema auriculatum Buchet,Araceae,Species,15274,85576-1,Species,Accepted,Araceae,,Arisaema,,auriculatum,,,,Buchet,,Notul. Syst. (Paris), 2: 123,(1911),Arisaema auriculatum,Buchet,15274,,,,15221,85576-1,,Y,Arisaema auriculatum,Arisaema auriculatum Buchet,85576-1,15274,1911,Arisaema auriculatum Buchet,Arisaema auriculatum Buchet,Arisaema auriculatum Buchet,A.,A. auriculatum,A. auriculatum Buchet,A. auriculatum Buchet,A. auriculatum Buchet
193359,85643-1,Arisaema filiforme,Arisaema filiforme (Reinw.) Blume,Araceae,Species,15362,85643-1,Species,Accepted,Araceae,,Arisaema,,filiforme,,,Reinw.,Blume,,Rumphia, 1: 102,(1836),Arisaema filiforme,(Reinw.) Blume,15362,16144,,,15221,85643-1,,Y,Arisaema filiforme,Arisaema filiforme (Reinw.) Blume,85643-1,15362,1836,Arisaema filiforme (Reinw.) Blume,Arisaema filiforme Reinw. Blume,Arisaema filiforme Blume,A.,A. filiforme,A. filiforme (Reinw.) Blume,A. filiforme Reinw. Blume,A. filiforme Blume
741442,85685-1,Arisaema kerrii,Arisaema kerrii Craib,Araceae,Species,15452,85685-1,Species,Accepted,Araceae,,Arisaema,,kerrii,,,,Craib,,Bull. Misc. Inform. Kew, 1912: 418,(1912),Arisaema kerrii,Craib,15452,,,,15221,85685-1,,Y,Arisaema kerrii,Arisaema kerrii Craib,85685-1,15452,1912,Arisaema kerrii Craib,Arisaema kerrii Craib,Arisaema kerrii Craib,A.,A. kerrii,A. kerrii Craib,A. kerrii Craib,A. kerrii Craib
744063,85694-1,Arisaema laminatum,Arisaema laminatum Blume,Araceae,Species,15466,85694-1,Species,Accepted,Araceae,,Arisaema,,laminatum,,,,Blume,,Rumphia, 1: 99,(1836),Arisaema laminatum,Blume,15466,,,,15221,85694-1,,Y,Arisaema laminatum,Arisaema laminatum Blume,85694-1,15466,1836,Arisaema laminatum Blume,Arisaema laminatum Blume,Arisaema laminatum Blume,A.,A. laminatum,A. laminatum Blume,A. laminatum Blume,A. laminatum Blume
747334,85756-1,Arisaema petiolulatum,Arisaema petiolulatum Hook.f.,Araceae,Species,15575,85756-1,Species,Accepted,Araceae,,Arisaema,,petiolulatum,,,,Hook.f.,,Fl. Brit. India, 6: 498,(1893),Arisaema petiolulatum,Hook.f.,15575,,,,15221,85756-1,,Y,Arisaema petiolulatum,Arisaema petiolulatum Hook.f.,85756-1,15575,1893,Arisaema petiolulatum Hook.f.,Arisaema petiolulatum Hook.f.,Arisaema petiolulatum Hook.f.,A.,A. petiolulatum,A. petiolulatum Hook.f.,A. petiolulatum Hook.f.,A. petiolulatum Hook.f.
1243,435959-1,Aristea dichotoma,Aristea dichotoma (Thunb.) Ker Gawl.,Iridaceae,Species,326579,435959-1,Species,Accepted,Iridaceae,,Aristea,,dichotoma,,,Thunb.,Ker Gawl.,,Irid. Gen.,: 13,(1827),Aristea dichotoma,(Thunb.) Ker Gawl.,326579,323507,,,326546,435959-1,,Y,Aristea dichotoma,Aristea dichotoma (Thunb.) Ker Gawl.,435959-1,326579,1827,Aristea dichotoma (Thunb.) Ker Gawl.,Aristea dichotoma Thunb. Ker Gawl.,Aristea dichotoma Ker Gawl.,A.,A. dichotoma,A. dichotoma (Thunb.) Ker Gawl.,A. dichotoma Thunb. Ker Gawl.,A. dichotoma Ker Gawl.
410918,389300-1,Aristida capillacea,Aristida capillacea Lam.,Poaceae,Species,394472,389300-1,Species,Accepted,Poaceae,,Aristida,,capillacea,,,,Lam.,,Tabl. Encycl., 1: 156,(1791),Aristida capillacea,Lam.,394472,,,,451082,389300-1,,Y,Aristida capillacea,Aristida capillacea Lam.,389300-1,394472,1791,Aristida capillacea Lam.,Aristida capillacea Lam.,Aristida capillacea Lam.,A.,A. capillacea,A. capillacea Lam.,A. capillacea Lam.,A. capillacea Lam.
413923,327972-2,Aristida divaricata,Aristida divaricata Humb. & Bonpl. ex Willd.,Poaceae,Species,394584,327972-2,Species,Accepted,Poaceae,,Aristida,,divaricata,,,,Humb. & Bonpl. ex Willd.,,Enum. Pl. Hort. Berol.,: 99,(1809),Aristida divaricata,Humb. & Bonpl. ex Willd.,394584,,,,451082,327972-2,,Y,Aristida divaricata,Aristida divaricata Humb. & Bonpl. ex Willd.,327972-2,394584,1809,Aristida divaricata Humb. & Bonpl. ex Willd.,Aristida divaricata Humb. & Bonpl. ex Willd.,Aristida divaricata Humb. & Bonpl. ex Willd.,A.,A. divaricata,A. divaricata Humb. & Bonpl. ex Willd.,A. divaricata Humb. & Bonpl. ex Willd.,A. divaricata Humb. & Bonpl. ex Willd.
13747,77176932-1,Aristida glauca,Aristida glauca (Nees) Walp.,Poaceae,Species,394677,77176932-1,Species,Accepted,Poaceae,,Aristida,,glauca,,,Nees,Walp.,,Ann. Bot. Syst., 1: 925,(1849),Aristida glauca,(Nees) Walp.,394677,404161,,,451082,77176932-1,,Y,Aristida glauca,Aristida glauca (Nees) Walp.,77176932-1,394677,1849,Aristida glauca (Nees) Walp.,Aristida glauca Nees Walp.,Aristida glauca Walp.,A.,A. glauca,A. glauca (Nees) Walp.,A. glauca Nees Walp.,A. glauca Walp.
413927,389501-1,Aristida hystrix,Aristida hystrix L.f.,Poaceae,Species,394742,389501-1,Species,Accepted,Poaceae,,Aristida,,hystrix,,,,L.f.,,Suppl. Pl.,: 113,(1782),Aristida hystrix,L.f.,394742,,,,451082,389501-1,,Y,Aristida hystrix,Aristida hystrix L.f.,389501-1,394742,1782,Aristida hystrix L.f.,Aristida hystrix L.f.,Aristida hystrix L.f.,A.,A. hystrix,A. hystrix L.f.,A. hystrix L.f.,A. hystrix L.f.
411590,19274-2,Aristida pallens,Aristida pallens Cav.,Poaceae,Species,394936,19274-2,Species,Accepted,Poaceae,,Aristida,,pallens,,,,Cav.,,Icon., 5: 43,(1799),Aristida pallens,Cav.,394936,,,,451082,19274-2,,Y,Aristida pallens,Aristida pallens Cav.,19274-2,394936,1799,Aristida pallens Cav.,Aristida pallens Cav.,Aristida pallens Cav.,A.,A. pallens,A. pallens Cav.,A. pallens Cav.,A. pallens Cav.
416261,389806-1,Aristida stipoides,Aristida stipoides Lam.,Poaceae,Species,395211,389806-1,Species,Accepted,Poaceae,,Aristida,,stipoides,,,,Lam.,,Encycl., 1: 157,(1783),Aristida stipoides,Lam.,395211,,,,451082,389806-1,,Y,Aristida stipoides,Aristida stipoides Lam.,389806-1,395211,1783,Aristida stipoides Lam.,Aristida stipoides Lam.,Aristida stipoides Lam.,A.,A. stipoides,A. stipoides Lam.,A. stipoides Lam.,A. stipoides Lam.
412524,325344-2,Aristida stricta,Aristida stricta Michx.,Poaceae,Species,395218,325344-2,Species,Accepted,Poaceae,,Aristida,,stricta,,,,Michx.,,Fl. Bor.-Amer., 1: 41,(1803),Aristida stricta,Michx.,395218,,,,451082,325344-2,,Y,Aristida stricta,Aristida stricta Michx.,325344-2,395218,1803,Aristida stricta Michx.,Aristida stricta Michx.,Aristida stricta Michx.,A.,A. stricta,A. stricta Michx.,A. stricta Michx.,A. stricta Michx.
722469,316428-2,Aristolochia anguicida,Aristolochia anguicida Jacq.,Aristolochiaceae,Species,2651146,316428-2,Species,Accepted,Aristolochiaceae,,Aristolochia,,anguicida,,,,Jacq.,,Enum. Syst. Pl.,: 30,(1760),Aristolochia anguicida,Jacq.,2651146,,,,2651129,316428-2,,N,Aristolochia anguicida,Aristolochia anguicida Jacq.,316428-2,2651146,1760,Aristolochia anguicida Jacq.,Aristolochia anguicida Jacq.,Aristolochia anguicida Jacq.,A.,A. anguicida,A. anguicida Jacq.,A. anguicida Jacq.,A. anguicida Jacq.
724803,92815-1,Aristolochia caudata,Aristolochia caudata Jacq.,Aristolochiaceae,Species,2651255,92815-1,Species,Accepted,Aristolochiaceae,,Aristolochia,,caudata,,,,Jacq.,,Enum. Syst. Pl.,: 30,(1760),Aristolochia caudata,Jacq.,2651255,,,,2651129,92815-1,,N,Aristolochia caudata,Aristolochia caudata Jacq.,92815-1,2651255,1760,Aristolochia caudata Jacq.,Aristolochia caudata Jacq.,Aristolochia caudata Jacq.,A.,A. caudata,A. caudata Jacq.,A. caudata Jacq.,A. caudata Jacq.
724804,60460287-2,Aristolochia gigantea,Aristolochia gigantea Mart. & Zucc.,Aristolochiaceae,Species,2651433,60460287-2,Species,Accepted,Aristolochiaceae,,Aristolochia,,gigantea,,,,Mart. & Zucc.,,Flora," 7(1, Beil.): 139",(1824),Aristolochia gigantea,Mart. & Zucc.,2651433,,,,2651129,60460287-2,,N,Aristolochia gigantea,Aristolochia gigantea Mart. & Zucc.,60460287-2,2651433,1824,Aristolochia gigantea Mart. & Zucc.,Aristolochia gigantea Mart. & Zucc.,Aristolochia gigantea Mart. & Zucc.,A.,A. gigantea,A. gigantea Mart. & Zucc.,A. gigantea Mart. & Zucc.,A. gigantea Mart. & Zucc.
728440,92978-1,Aristolochia grandiflora,Aristolochia grandiflora Sw.,Aristolochiaceae,Species,2651456,92978-1,Species,Accepted,Aristolochiaceae,,Aristolochia,,grandiflora,,,,Sw.,,Prodr. Veg. Ind. Occ.,: 126,(1788),Aristolochia grandiflora,Sw.,2651456,,,,2651129,92978-1,,N,Aristolochia grandiflora,Aristolochia grandiflora Sw.,92978-1,2651456,1788,Aristolochia grandiflora Sw.,Aristolochia grandiflora Sw.,Aristolochia grandiflora Sw.,A.,A. grandiflora,A. grandiflora Sw.,A. grandiflora Sw.,A. grandiflora Sw.
724068,93004-1,Aristolochia hirta,Aristolochia hirta L.,Aristolochiaceae,Species,2651481,93004-1,Species,Accepted,Aristolochiaceae,,Aristolochia,,hirta,,,,L.,,Sp. Pl.,: 961,(1753),Aristolochia hirta,L.,2651481,,,,2651129,93004-1,,N,Aristolochia hirta,Aristolochia hirta L.,93004-1,2651481,1753,Aristolochia hirta L.,Aristolochia hirta L.,Aristolochia hirta L.,A.,A. hirta,A. hirta L.,A. hirta L.,A. hirta L.
719603,93099-1,Aristolochia macrocarpa,Aristolochia macrocarpa Duch.,Aristolochiaceae,Species,2651615,93099-1,Species,Accepted,Aristolochiaceae,,Aristolochia,,macrocarpa,,,,Duch.,A.P.de Candolle,Prodr., 15(1): 497,(1864),Aristolochia macrocarpa,Duch.,2651615,,,,2651129,93099-1,,N,Aristolochia macrocarpa,Aristolochia macrocarpa Duch.,93099-1,2651615,1864,Aristolochia macrocarpa Duch.,Aristolochia macrocarpa Duch.,Aristolochia macrocarpa Duch.,A.,A. macrocarpa,A. macrocarpa Duch.,A. macrocarpa Duch.,A. macrocarpa Duch.
724341,93101-1,Aristolochia macrophylla,Aristolochia macrophylla Lam.,Aristolochiaceae,Species,2651618,93101-1,Species,Accepted,Aristolochiaceae,,Aristolochia,,macrophylla,,,,Lam.,,Encycl., 1: 255,(1783),Aristolochia macrophylla,Lam.,2651618,,,,2651129,93101-1,,N,Aristolochia macrophylla,Aristolochia macrophylla Lam.,93101-1,2651618,1783,Aristolochia macrophylla Lam.,Aristolochia macrophylla Lam.,Aristolochia macrophylla Lam.,A.,A. macrophylla,A. macrophylla Lam.,A. macrophylla Lam.,A. macrophylla Lam.
722738,93120-1,Aristolochia maurorum,Aristolochia maurorum L.,Aristolochiaceae,Species,2651639,93120-1,Species,Accepted,Aristolochiaceae,,Aristolochia,,maurorum,,,,L.,,"Sp. Pl., ed. 2.",: 1363,(1763),Aristolochia maurorum,L.,2651639,,,,2651129,93120-1,,N,Aristolochia maurorum,Aristolochia maurorum L.,93120-1,2651639,1763,Aristolochia maurorum L.,Aristolochia maurorum L.,Aristolochia maurorum L.,A.,A. maurorum,A. maurorum L.,A. maurorum L.,A. maurorum L.
725629,316426-2,Aristolochia maxima,Aristolochia maxima Jacq.,Aristolochiaceae,Species,2651642,316426-2,Species,Accepted,Aristolochiaceae,,Aristolochia,,maxima,,,,Jacq.,,Enum. Syst. Pl.,: 30,(1760),Aristolochia maxima,Jacq.,2651642,,,,2651129,316426-2,,N,Aristolochia maxima,Aristolochia maxima Jacq.,316426-2,2651642,1760,Aristolochia maxima Jacq.,Aristolochia maxima Jacq.,Aristolochia maxima Jacq.,A.,A. maxima,A. maxima Jacq.,A. maxima Jacq.,A. maxima Jacq.
721256,19547-2,Aristolochia melanoglossa,Aristolochia melanoglossa Speg.,Aristolochiaceae,Species,2651651,19547-2,Species,Accepted,Aristolochiaceae,,Aristolochia,,melanoglossa,,,,Speg.,,Comun. Mus. Nac. Buenos Aires, 1: 83,(1898),Aristolochia melanoglossa,Speg.,2651651,,,,2651129,19547-2,,N,Aristolochia melanoglossa,Aristolochia melanoglossa Speg.,19547-2,2651651,1898,Aristolochia melanoglossa Speg.,Aristolochia melanoglossa Speg.,Aristolochia melanoglossa Speg.,A.,A. melanoglossa,A. melanoglossa Speg.,A. melanoglossa Speg.,A. melanoglossa Speg.
725108,93145-1,Aristolochia mollis,Aristolochia mollis Dunn,Aristolochiaceae,Species,2651671,93145-1,Species,Accepted,Aristolochiaceae,,Aristolochia,,mollis,,,,Dunn,,"J. Linn. Soc., Bot.", 38: 364,(1908),Aristolochia mollis,Dunn,2651671,,,,2651129,93145-1,,N,Aristolochia mollis,Aristolochia mollis Dunn,93145-1,2651671,1908,Aristolochia mollis Dunn,Aristolochia mollis Dunn,Aristolochia mollis Dunn,A.,A. mollis,A. mollis Dunn,A. mollis Dunn,A. mollis Dunn
719604,316342-2,Aristolochia odoratissima,Aristolochia odoratissima L.,Aristolochiaceae,Species,2651709,316342-2,Species,Accepted,Aristolochiaceae,,Aristolochia,,odoratissima,,,,L.,,"Sp. Pl., ed. 2.",: 1362,(1763),Aristolochia odoratissima,L.,2651709,,,,2651129,316342-2,,N,Aristolochia odoratissima,Aristolochia odoratissima L.,316342-2,2651709,1763,Aristolochia odoratissima L.,Aristolochia odoratissima L.,Aristolochia odoratissima L.,A.,A. odoratissima,A. odoratissima L.,A. odoratissima L.,A. odoratissima L.
722908,93254-1,Aristolochia pubera,Aristolochia pubera R.Br.,Aristolochiaceae,Species,2651805,93254-1,Species,Accepted,Aristolochiaceae,,Aristolochia,,pubera,,,,R.Br.,,Prodr. Fl. Nov. Holland.,: 349,(1810),Aristolochia pubera,R.Br.,2651805,,,,2651129,93254-1,,N,Aristolochia pubera,Aristolochia pubera R.Br.,93254-1,2651805,1810,Aristolochia pubera R.Br.,Aristolochia pubera R.Br.,Aristolochia pubera R.Br.,A.,A. pubera,A. pubera R.Br.,A. pubera R.Br.,A. pubera R.Br.
727651,93258-1,Aristolochia pubescens,Aristolochia pubescens Willd. ex Duch.,Aristolochiaceae,Species,2651809,93258-1,Species,Accepted,Aristolochiaceae,,Aristolochia,,pubescens,,,,Willd. ex Duch.,A.P.de Candolle,Prodr., 15(1): 450,(1864),Aristolochia pubescens,Willd. ex Duch.,2651809,,,,2651129,93258-1,,N,Aristolochia pubescens,Aristolochia pubescens Willd. ex Duch.,93258-1,2651809,1864,Aristolochia pubescens Willd. ex Duch.,Aristolochia pubescens Willd. ex Duch.,Aristolochia pubescens Willd. ex Duch.,A.,A. pubescens,A. pubescens Willd. ex Duch.,A. pubescens Willd. ex Duch.,A. pubescens Willd. ex Duch.
723973,319089-2,Aristolochia punctata,Aristolochia punctata Lam.,Aristolochiaceae,Species,2651813,319089-2,Species,Accepted,Aristolochiaceae,,Aristolochia,,punctata,,,,Lam.,,Encycl., 1: 253,(1783),Aristolochia punctata,Lam.,2651813,,,,2651129,319089-2,,N,Aristolochia punctata,Aristolochia punctata Lam.,319089-2,2651813,1783,Aristolochia punctata Lam.,Aristolochia punctata Lam.,Aristolochia punctata Lam.,A.,A. punctata,A. punctata Lam.,A. punctata Lam.,A. punctata Lam.
725513,93278-1,Aristolochia reticulata,Aristolochia reticulata Nutt.,Aristolochiaceae,Species,2651831,93278-1,Species,Accepted,Aristolochiaceae,,Aristolochia,,reticulata,,,,Nutt.,,Trans. Amer. Philos. Soc.,", n.s., 5: 162",(1835),Aristolochia reticulata,Nutt.,2651831,,,,2651129,93278-1,,N,Aristolochia reticulata,Aristolochia reticulata Nutt.,93278-1,2651831,1835,Aristolochia reticulata Nutt.,Aristolochia reticulata Nutt.,Aristolochia reticulata Nutt.,A.,A. reticulata,A. reticulata Nutt.,A. reticulata Nutt.,A. reticulata Nutt.
47618,93285-1,Aristolochia ringens,Aristolochia ringens Vahl,Aristolochiaceae,Species,2651840,93285-1,Species,Accepted,Aristolochiaceae,,Aristolochia,,ringens,,,,Vahl,,Symb. Bot., 3: 99,(1794),Aristolochia ringens,Vahl,2651840,2898289,Vahl,,2651129,93285-1,,N,Aristolochia ringens,Aristolochia ringens Vahl,93285-1,2651840,1794,Aristolochia ringens Vahl,Aristolochia ringens Vahl,Aristolochia ringens Vahl,A.,A. ringens,A. ringens Vahl,A. ringens Vahl,A. ringens Vahl
722909,93299-1,Aristolochia rumicifolia,Aristolochia rumicifolia Mart.,Aristolochiaceae,Species,2651856,93299-1,Species,Accepted,Aristolochiaceae,,Aristolochia,,rumicifolia,,,,Mart.,,Nov. Gen. Sp. Pl. Bras., 1: 79,(1824),Aristolochia rumicifolia,Mart.,2651856,,,,2651129,93299-1,,N,Aristolochia rumicifolia,Aristolochia rumicifolia Mart.,93299-1,2651856,1824,Aristolochia rumicifolia Mart.,Aristolochia rumicifolia Mart.,Aristolochia rumicifolia Mart.,A.,A. rumicifolia,A. rumicifolia Mart.,A. rumicifolia Mart.,A. rumicifolia Mart.
721452,93329-1,Aristolochia sempervirens,Aristolochia sempervirens L.,Aristolochiaceae,Species,2651889,93329-1,Species,Accepted,Aristolochiaceae,,Aristolochia,,sempervirens,,,,L.,,Sp. Pl.,: 961,(1753),Aristolochia sempervirens,L.,2651889,,,,2651129,93329-1,,N,Aristolochia sempervirens,Aristolochia sempervirens L.,93329-1,2651889,1753,Aristolochia sempervirens L.,Aristolochia sempervirens L.,Aristolochia sempervirens L.,A.,A. sempervirens,A. sempervirens L.,A. sempervirens L.,A. sempervirens L.
724990,93331-1,Aristolochia sericea,Aristolochia sericea Blanco,Aristolochiaceae,Species,2651894,93331-1,Species,Accepted,Aristolochiaceae,,Aristolochia,,sericea,,,,Blanco,,Fl. Filip.,: 283,(1837),Aristolochia sericea,Blanco,2651894,,,,2651129,93331-1,,N,Aristolochia sericea,Aristolochia sericea Blanco,93331-1,2651894,1837,Aristolochia sericea Blanco,Aristolochia sericea Blanco,Aristolochia sericea Blanco,A.,A. sericea,A. sericea Blanco,A. sericea Blanco,A. sericea Blanco
723716,93416-1,Aristolochia truncata,Aristolochia truncata Fielding & Gardner,Aristolochiaceae,Species,2651989,93416-1,Species,Accepted,Aristolochiaceae,,Aristolochia,,truncata,,,,Fielding & Gardner,,Sert. Pl.,: t. 44,(1844),Aristolochia truncata,Fielding & Gardner,2651989,,,,2651129,93416-1,,N,Aristolochia truncata,Aristolochia truncata Fielding & Gardner,93416-1,2651989,1844,Aristolochia truncata Fielding & Gardner,Aristolochia truncata Fielding & Gardner,Aristolochia truncata Fielding & Gardner,A.,A. truncata,A. truncata Fielding & Gardner,A. truncata Fielding & Gardner,A. truncata Fielding & Gardner
