,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_parent,accepted_parent_w_author,accepted_parent_id,accepted_parent_ipni_id,accepted_parent_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_species_id,taxon_name_with_authors,taxon_name_with_paranthet_authors,taxon_name_with_primary_author,abbreviated_genus,sp_binomial_with_abbreviated_genus,sp_binomial_with_abbreviated_genus_with_authors,sp_binomial_with_abbreviated_genus_with_paranthet_authors,sp_binomial_with_abbreviated_genus_with_primary_author
825197,1576-2,Acalypha villosa,Acalypha villosa Jacq.,Euphorbiaceae,Species,Acalypha,Acalypha L.,126,327639-2,Genus,1391,1601-2,Species,Illegitimate,Euphorbiaceae,,Acalypha,,williamsii,,,,Rusby,,Descr. S. Amer. Pl.,: 47,(1920),", nom. illeg.",,,,Acalypha williamsii,Rusby,1342,,,,,1601-2,,Y,Acalypha villosa,Acalypha villosa Jacq.,1576-2,1342,Acalypha williamsii Rusby,Acalypha williamsii Rusby,Acalypha williamsii Rusby,A.,A. williamsii,A. williamsii Rusby,A. williamsii Rusby,A. williamsii Rusby
825198,1576-2,Acalypha villosa,Acalypha villosa Jacq.,Euphorbiaceae,Species,Acalypha,Acalypha L.,126,327639-2,Genus,1392,1600-2,Species,Synonym,Euphorbiaceae,,Acalypha,,williamsii,,,,Rusby,,Bull. New York Bot. Gard., 8(28): 101,(1912),,,,seasonally dry tropical,Acalypha williamsii,Rusby,1342,,,,,1600-2,,Y,Acalypha villosa,Acalypha villosa Jacq.,1576-2,1342,Acalypha williamsii Rusby,Acalypha williamsii Rusby,Acalypha williamsii Rusby,A.,A. williamsii,A. williamsii Rusby,A. williamsii Rusby,A. williamsii Rusby
826138,456254-1,Salvia fulgens,Salvia fulgens Cav.,Lamiaceae,Species,Salvia,Salvia L.,181875,30000096-2,Genus,182752,77247029-1,Species,Illegitimate,Lamiaceae,,Salvia,,grandiflora,,,,Sessé & Moc.,,Fl. Mexic.,: 6,(1892),", nom. illeg.",,,,Salvia grandiflora,Sessé & Moc.,182689,,,,,77247029-1,,Y,Salvia fulgens,Salvia fulgens Cav.,456254-1,182689,Salvia grandiflora Sessé & Moc.,Salvia grandiflora Sessé & Moc.,Salvia grandiflora Sessé & Moc.,S.,S. grandiflora,S. grandiflora Sessé & Moc.,S. grandiflora Sessé & Moc.,S. grandiflora Sessé & Moc.
826139,456254-1,Salvia fulgens,Salvia fulgens Cav.,Lamiaceae,Species,Salvia,Salvia L.,181875,30000096-2,Genus,182754,456310-1,Species,Illegitimate,Lamiaceae,,Salvia,,grandiflora,,,,Sessé & Moc.,,Naturaleza (Mexico City),", ser. 2, 1(App.): 8",(1887),", nom. illeg.",,,,Salvia grandiflora,Sessé & Moc.,182689,,,,,456310-1,,Y,Salvia fulgens,Salvia fulgens Cav.,456254-1,182689,Salvia grandiflora Sessé & Moc.,Salvia grandiflora Sessé & Moc.,Salvia grandiflora Sessé & Moc.,S.,S. grandiflora,S. grandiflora Sessé & Moc.,S. grandiflora Sessé & Moc.,S. grandiflora Sessé & Moc.
826452,527475-1,Albuca viscosa,Albuca viscosa L.f.,Asparagaceae,Species,Albuca,Albuca L.,294468,23948-1,Genus,311490,527450-1,Species,Illegitimate,Asparagaceae,,Albuca,,schlechteri,,,,Baker,,Rec. Albany Mus., 1: 92,(1904),", nom. illeg.",,,,Albuca schlechteri,Baker,294654,,,,,527450-1,,Y,Albuca viscosa,Albuca viscosa L.f.,527475-1,294654,Albuca schlechteri Baker,Albuca schlechteri Baker,Albuca schlechteri Baker,A.,A. schlechteri,A. schlechteri Baker,A. schlechteri Baker,A. schlechteri Baker
827569,17206240-1,Polystichum caudatum,Polystichum caudatum Fée,Polypodiaceae,Species,Polystichum,Polystichum Roth,3189741,327121-2,Genus,3255830,,Species,Illegitimate,Polypodiaceae,,Aspidium,,caudatum,,,,Sw.,,Kongl. Vetensk. Acad. Handl., 1817: 62,(1817),", nom. illeg.",,,,Aspidium caudatum,Sw.,3150976,,,T,,3255830-4,,N,Polystichum caudatum,Polystichum caudatum Fée,17206240-1,3150976,Aspidium caudatum Sw.,Aspidium caudatum Sw.,Aspidium caudatum Sw.,A.,A. caudatum,A. caudatum Sw.,A. caudatum Sw.,A. caudatum Sw.
827837,862789-1,Euthystachys abbreviata,Euthystachys abbreviata (E.Mey.) A.DC.,Stilbaceae,Species,Euthystachys,Euthystachys A.DC.,83128,41271-1,Genus,33401,861577-1,Species,Synonym,Stilbaceae,,Campylostachys,,abbreviata,,,,E.Mey.,,Comm. Pl. Afr. Austr.,: 279,(1838),,,,,Campylostachys abbreviata,E.Mey.,83129,,,T,,861577-1,,Y,Euthystachys abbreviata,Euthystachys abbreviata (E.Mey.) A.DC.,862789-1,83129,Campylostachys abbreviata E.Mey.,Campylostachys abbreviata E.Mey.,Campylostachys abbreviata E.Mey.,C.,C. abbreviata,C. abbreviata E.Mey.,C. abbreviata E.Mey.,C. abbreviata E.Mey.
827943,1001270-1,Prosthechea lindenii,Prosthechea lindenii (Lindl.) W.E.Higgins,Orchidaceae,Species,Prosthechea,Prosthechea Knowles & Westc.,165789,328402-2,Genus,68795,297871-2,Species,Synonym,Orchidaceae,,Epidendrum,,lindenii,,,,Lindl.,,Ann. Mag. Nat. Hist., 12: 397,(1843),,,,,Epidendrum lindenii,Lindl.,165850,,,T,,297871-2,,Y,Prosthechea lindenii,Prosthechea lindenii (Lindl.) W.E.Higgins,1001270-1,165850,Epidendrum lindenii Lindl.,Epidendrum lindenii Lindl.,Epidendrum lindenii Lindl.,E.,E. lindenii,E. lindenii Lindl.,E. lindenii Lindl.,E. lindenii Lindl.
828388,681041-1,Piper crassinervium,Piper crassinervium Kunth,Piperaceae,Species,Piper,Piper L.,2555110,326982-2,Genus,2568150,682932-1,Species,Synonym,Piperaceae,,Piper,,pseudopropinquum,,,,C.DC.,,Linnaea, 37: 341,(1872),,,,,Piper pseudopropinquum,C.DC.,2557484,,,,,682932-1,,N,Piper crassinervium,Piper crassinervium Kunth,681041-1,2557484,Piper pseudopropinquum C.DC.,Piper pseudopropinquum C.DC.,Piper pseudopropinquum C.DC.,P.,P. pseudopropinquum,P. pseudopropinquum C.DC.,P. pseudopropinquum C.DC.,P. pseudopropinquum C.DC.
828390,681041-1,Piper crassinervium,Piper crassinervium Kunth,Piperaceae,Species,Piper,Piper L.,2555110,326982-2,Genus,2568054,,Species,Illegitimate,Piperaceae,,Piper,,pseudopropinquum,,,,C.DC.,,Candollea, 1: 145,(1923),", nom. illeg.",,,,Piper pseudopropinquum,C.DC.,2557484,,,,,2568054-4,,N,Piper crassinervium,Piper crassinervium Kunth,681041-1,2557484,Piper pseudopropinquum C.DC.,Piper pseudopropinquum C.DC.,Piper pseudopropinquum C.DC.,P.,P. pseudopropinquum,P. pseudopropinquum C.DC.,P. pseudopropinquum C.DC.,P. pseudopropinquum C.DC.
828437,681991-1,Piper littorale,Piper littorale C.DC.,Piperaceae,Species,Piper,Piper L.,2555110,326982-2,Genus,2568260,,Species,Illegitimate,Piperaceae,,Piper,,striatum,,,,C.DC.,,Linnaea, 37: 345,(1872),", nom. illeg.",,,,Piper striatum,C.DC.,2568755,,,,,2568260-4,,N,Piper littorale,Piper littorale C.DC.,681991-1,2568755,Piper striatum C.DC.,Piper striatum C.DC.,Piper striatum C.DC.,P.,P. striatum,P. striatum C.DC.,P. striatum C.DC.,P. striatum C.DC.
828834,478636-1,Astragalus michauxianus,Astragalus michauxianus Boiss.,Fabaceae,Species,Astragalus,Astragalus L.,2657136,330028-2,Genus,3232936,,Species,Synonym,Fabaceae,,Astragalus,,laxus,,,,Boiss. & Hausskn.,P.E.Boissier,Fl. Orient., 2: 329,(1872),,,,,Astragalus laxus,Boiss. & Hausskn.,2661078,,,,,3232936-4,,Y,Astragalus michauxianus,Astragalus michauxianus Boiss.,478636-1,2661078,Astragalus laxus Boiss. & Hausskn.,Astragalus laxus Boiss. & Hausskn.,Astragalus laxus Boiss. & Hausskn.,A.,A. laxus,A. laxus Boiss. & Hausskn.,A. laxus Boiss. & Hausskn.,A. laxus Boiss. & Hausskn.
829453,320658-1,Dipterocarpus costatus,Dipterocarpus costatus C.F.Gaertn.,Dipterocarpaceae,Species,Dipterocarpus,Dipterocarpus C.F.Gaertn.,2772112,14361-1,Genus,2772182,,Species,Synonym,Dipterocarpaceae,,Dipterocarpus,,insularis,,,,Hance,,J. Bot., 14: 241,(1876),,,,,Dipterocarpus insularis,Hance,2772147,,,,,2772182-4,,N,Dipterocarpus costatus,Dipterocarpus costatus C.F.Gaertn.,320658-1,2772147,Dipterocarpus insularis Hance,Dipterocarpus insularis Hance,Dipterocarpus insularis Hance,D.,D. insularis,D. insularis Hance,D. insularis Hance,D. insularis Hance
829537,1001550-1,Echinocereus pacificus subsp. mombergerianus,"Echinocereus pacificus subsp. mombergerianus (G.Frank) W.Blum, W.Rischer & Rutow",Cactaceae,Subspecies,Echinocereus pacificus,Echinocereus pacificus (Engelm.) Britton & Rose,2782714,87954-2,Species,3227513,77177806-1,Species,Synonym,Cactaceae,,Echinocereus,,mombergerianus,,,,G.Frank,,Echinocereenfreund, 30(Sonderausgabe): 251,(2017),,,,,Echinocereus mombergerianus,G.Frank,2782715,,,,,77177806-1,,N,Echinocereus pacificus,Echinocereus pacificus (Engelm.) Britton & Rose,87954-2,2782714,Echinocereus mombergerianus G.Frank,Echinocereus mombergerianus G.Frank,Echinocereus mombergerianus G.Frank,E.,E. mombergerianus,E. mombergerianus G.Frank,E. mombergerianus G.Frank,E. mombergerianus G.Frank
829538,1001550-1,Echinocereus pacificus subsp. mombergerianus,"Echinocereus pacificus subsp. mombergerianus (G.Frank) W.Blum, W.Rischer & Rutow",Cactaceae,Subspecies,Echinocereus pacificus,Echinocereus pacificus (Engelm.) Britton & Rose,2782714,87954-2,Species,2782696,937987-1,Species,Synonym,Cactaceae,,Echinocereus,,mombergerianus,,,,G.Frank,,Kakteen And. Sukk., 41: 261,(1990),,,,,Echinocereus mombergerianus,G.Frank,2782715,,,T,,937987-1,,N,Echinocereus pacificus,Echinocereus pacificus (Engelm.) Britton & Rose,87954-2,2782714,Echinocereus mombergerianus G.Frank,Echinocereus mombergerianus G.Frank,Echinocereus mombergerianus G.Frank,E.,E. mombergerianus,E. mombergerianus G.Frank,E. mombergerianus G.Frank,E. mombergerianus G.Frank
829663,17336670-1,Lepisorus loriformis,Lepisorus loriformis (Wall. ex Mett.) Ching,Polypodiaceae,Species,Lepisorus,Lepisorus (J.Sm.) Ching,3189687,17402140-1,Genus,3268839,,Species,Illegitimate,Polypodiaceae,,Polypodium,,subintegrum,,,,Baker,,Bull. Misc. Inform. Kew, 1898: 231,(1898),", nom. illeg.",,,,Polypodium subintegrum,Baker,3153739,,,,,3268839-4,,N,Lepisorus loriformis,Lepisorus loriformis (Wall. ex Mett.) Ching,17336670-1,3153739,Polypodium subintegrum Baker,Polypodium subintegrum Baker,Polypodium subintegrum Baker,P.,P. subintegrum,P. subintegrum Baker,P. subintegrum Baker,P. subintegrum Baker
829715,463791-1,Cryptocarya amygdalina,Cryptocarya amygdalina Nees,Lauraceae,Species,Cryptocarya,Cryptocarya R.Br.,2745815,330812-2,Genus,2349529,464905-1,Species,Synonym,Lauraceae,,Laurus,,floribunda,,,,Wall.,,Numer. List,: n.° 2593,(1830),,,,,Laurus floribunda,Wall.,2745829,,,,,464905-1,,N,Cryptocarya amygdalina,Cryptocarya amygdalina Nees,463791-1,2745829,Laurus floribunda Wall.,Laurus floribunda Wall.,Laurus floribunda Wall.,L.,L. floribunda,L. floribunda Wall.,L. floribunda Wall.,L. floribunda Wall.
830413,77223873-1,Lannea welwitschii var. welwitschii,Lannea welwitschii var. welwitschii,Anacardiaceae,Variety,Lannea welwitschii,Lannea welwitschii (Hiern) Engl.,2340792,69817-1,Species,2340806,69740-1,Species,Synonym,Anacardiaceae,,Lannea,,acidissima,,,,A.Chev.,,Vég. Ut. Afr. Trop. Franç., 5: 114,(1909),,,,,Lannea acidissima,A.Chev.,3257315,,,,,69740-1,,N,Lannea welwitschii,Lannea welwitschii (Hiern) Engl.,69817-1,2340792,Lannea acidissima A.Chev.,Lannea acidissima A.Chev.,Lannea acidissima A.Chev.,L.,L. acidissima,L. acidissima A.Chev.,L. acidissima A.Chev.,L. acidissima A.Chev.
830414,77223873-1,Lannea welwitschii var. welwitschii,Lannea welwitschii var. welwitschii,Anacardiaceae,Variety,Lannea welwitschii,Lannea welwitschii (Hiern) Engl.,2340792,69817-1,Species,2340807,,Species,Synonym,Anacardiaceae,,Lannea,,acidissima,,,,A.Chev.,,Mém. Soc. Bot. France, 8: 150,(1912),,,,,Lannea acidissima,A.Chev.,3257315,,,,,2340807-4,,N,Lannea welwitschii,Lannea welwitschii (Hiern) Engl.,69817-1,2340792,Lannea acidissima A.Chev.,Lannea acidissima A.Chev.,Lannea acidissima A.Chev.,L.,L. acidissima,L. acidissima A.Chev.,L. acidissima A.Chev.,L. acidissima A.Chev.
831506,320658-1,Dipterocarpus costatus,Dipterocarpus costatus C.F.Gaertn.,Dipterocarpaceae,Species,Dipterocarpus,Dipterocarpus C.F.Gaertn.,2772112,14361-1,Genus,2866504,,Species,Synonym,Dipterocarpaceae,,Dipterocarpus,,insularis,,,,Hance,,J. Bot., 14: 241,(1876),,,,,Dipterocarpus insularis,Hance,2772147,,,,,2866504-4,,N,Dipterocarpus costatus,Dipterocarpus costatus C.F.Gaertn.,320658-1,2772147,Dipterocarpus insularis Hance,Dipterocarpus insularis Hance,Dipterocarpus insularis Hance,D.,D. insularis,D. insularis Hance,D. insularis Hance,D. insularis Hance
835226,678333-1,Peperomia corcovadensis,Peperomia corcovadensis Gardner,Piperaceae,Species,Peperomia,Peperomia Ruiz & Pav.,2562753,329746-2,Genus,2555134,,Species,Illegitimate,Piperaceae,,Peperomia,,martiana,,,,Miq.,,Arch. Néerl. Sci. Exact. Nat., 6: 173,(1871),", nom. illeg.",,,,Peperomia martiana,Miq.,2556587,,,,,2555134-4,,N,Peperomia corcovadensis,Peperomia corcovadensis Gardner,678333-1,2556587,Peperomia martiana Miq.,Peperomia martiana Miq.,Peperomia martiana Miq.,P.,P. martiana,P. martiana Miq.,P. martiana Miq.,P. martiana Miq.
835758,41696-2,Calceolaria tripartita,Calceolaria tripartita Ruiz & Pav.,Calceolariaceae,Species,Calceolaria,Calceolaria L.,2690889,331444-2,Genus,2691354,,Species,Synonym,Calceolariaceae,,Calceolaria,,malacophylla,,,,Kraenzl.,,Ann. K. K. Naturhist. Hofmus., 22: 191,(1907),,,,,Calceolaria malacophylla,Kraenzl.,2691669,,,,,2691354-4,,N,Calceolaria tripartita,Calceolaria tripartita Ruiz & Pav.,41696-2,2691669,Calceolaria malacophylla Kraenzl.,Calceolaria malacophylla Kraenzl.,Calceolaria malacophylla Kraenzl.,C.,C. malacophylla,C. malacophylla Kraenzl.,C. malacophylla Kraenzl.,C. malacophylla Kraenzl.
836416,77188067-1,Photinia crassifolia,Photinia crassifolia H.Lév.,Rosaceae,Species,Photinia,Photinia Lindl.,2952499,30014031-2,Genus,2952546,,Species,Illegitimate,Rosaceae,,Photinia,,cavaleriei,,,,H.Lév.,,Repert. Spec. Nov. Regni Veg., 11: 66,(1912),", nom. illeg.",,,,Photinia cavaleriei,H.Lév.,2952553,,,T,,2952546-4,,N,Photinia crassifolia,Photinia crassifolia H.Lév.,77188067-1,2952553,Photinia cavaleriei H.Lév.,Photinia cavaleriei H.Lév.,Photinia cavaleriei H.Lév.,P.,P. cavaleriei,P. cavaleriei H.Lév.,P. cavaleriei H.Lév.,P. cavaleriei H.Lév.
837279,77224880-1,Neolitsea chunii var. chunii,Neolitsea chunii var. chunii,Lauraceae,Variety,Neolitsea chunii,Neolitsea chunii Merr.,2383700,466945-1,Species,2383708,,Species,Illegitimate,Lauraceae,,Neolitsea,,chunii,,,,Merr.,,Lingnan Sci. J., 7: 306,(1929 publ. 1931),", nom. illeg.",,,,Neolitsea chunii,Merr.,3257761,,,,,2383708-4,,N,Neolitsea chunii,Neolitsea chunii Merr.,466945-1,2383700,Neolitsea chunii Merr.,Neolitsea chunii Merr.,Neolitsea chunii Merr.,N.,N. chunii,N. chunii Merr.,N. chunii Merr.,N. chunii Merr.
837651,60453765-2,Stephania japonica var. timoriensis,Stephania japonica var. timoriensis (DC.) Forman,Menispermaceae,Variety,Stephania japonica,Stephania japonica (Thunb.) Miers,2601355,581449-1,Species,2601541,,Species,Synonym,Menispermaceae,,Stephania,,concinna,,,,Miers,,Contr. Bot., 3: 226,(1871),,,,,Stephania concinna,Miers,2898823,,,,,2601541-4,,N,Stephania japonica,Stephania japonica (Thunb.) Miers,581449-1,2601355,Stephania concinna Miers,Stephania concinna Miers,Stephania concinna Miers,S.,S. concinna,S. concinna Miers,S. concinna Miers,S. concinna Miers
837652,60453765-2,Stephania japonica var. timoriensis,Stephania japonica var. timoriensis (DC.) Forman,Menispermaceae,Variety,Stephania japonica,Stephania japonica (Thunb.) Miers,2601355,581449-1,Species,2601542,581407-1,Species,Synonym,Menispermaceae,,Stephania,,concinna,,,,Miers,,Ann. Mag. Nat. Hist.,", ser. 3, 18: 15",(1866),,,,,Stephania concinna,Miers,2898823,,,,,581407-1,,N,Stephania japonica,Stephania japonica (Thunb.) Miers,581449-1,2601355,Stephania concinna Miers,Stephania concinna Miers,Stephania concinna Miers,S.,S. concinna,S. concinna Miers,S. concinna Miers,S. concinna Miers
837653,60453765-2,Stephania japonica var. timoriensis,Stephania japonica var. timoriensis (DC.) Forman,Menispermaceae,Variety,Stephania japonica,Stephania japonica (Thunb.) Miers,2601355,581449-1,Species,2601548,581423-1,Species,Synonym,Menispermaceae,,Stephania,,exigua,,,,Miers,,Ann. Mag. Nat. Hist.,", ser. 3, 18: 16",(1866),,,,,Stephania exigua,Miers,2898823,,,,,581423-1,,N,Stephania japonica,Stephania japonica (Thunb.) Miers,581449-1,2601355,Stephania exigua Miers,Stephania exigua Miers,Stephania exigua Miers,S.,S. exigua,S. exigua Miers,S. exigua Miers,S. exigua Miers
837654,60453765-2,Stephania japonica var. timoriensis,Stephania japonica var. timoriensis (DC.) Forman,Menispermaceae,Variety,Stephania japonica,Stephania japonica (Thunb.) Miers,2601355,581449-1,Species,2601557,,Species,Synonym,Menispermaceae,,Stephania,,exigua,,,,Miers,,Contr. Bot., 3: 228,(1871),,,,,Stephania exigua,Miers,2898823,,,,,2601557-4,,N,Stephania japonica,Stephania japonica (Thunb.) Miers,581449-1,2601355,Stephania exigua Miers,Stephania exigua Miers,Stephania exigua Miers,S.,S. exigua,S. exigua Miers,S. exigua Miers,S. exigua Miers
837981,77230232-1,Erysimum sylvestre subsp. sylvestre,Erysimum sylvestre subsp. sylvestre,Brassicaceae,Subspecies,Erysimum sylvestre,Erysimum sylvestre (Crantz) Scop.,2800511,284209-1,Species,2716614,,Species,Synonym,Brassicaceae,,Cheirinia,,canescens,,,,Link,,Handbuch, 2: 315,(1831),,,,,Cheirinia canescens,Link,3264351,,,,,2716614-4,,N,Erysimum sylvestre,Erysimum sylvestre (Crantz) Scop.,284209-1,2800511,Cheirinia canescens Link,Cheirinia canescens Link,Cheirinia canescens Link,C.,C. canescens,C. canescens Link,C. canescens Link,C. canescens Link
837983,77230232-1,Erysimum sylvestre subsp. sylvestre,Erysimum sylvestre subsp. sylvestre,Brassicaceae,Subspecies,Erysimum sylvestre,Erysimum sylvestre (Crantz) Scop.,2800511,284209-1,Species,2716631,,Species,Synonym,Brassicaceae,,Cheirinia,,lanceolata,,,,Link,,Enum. Hort. Berol. Alt., 2: 171,(1822),,,,,Cheirinia lanceolata,Link,3264351,,,,,2716631-4,,N,Erysimum sylvestre,Erysimum sylvestre (Crantz) Scop.,284209-1,2800511,Cheirinia lanceolata Link,Cheirinia lanceolata Link,Cheirinia lanceolata Link,C.,C. lanceolata,C. lanceolata Link,C. lanceolata Link,C. lanceolata Link
837984,77230232-1,Erysimum sylvestre subsp. sylvestre,Erysimum sylvestre subsp. sylvestre,Brassicaceae,Subspecies,Erysimum sylvestre,Erysimum sylvestre (Crantz) Scop.,2800511,284209-1,Species,2716632,,Species,Synonym,Brassicaceae,,Cheirinia,,lanceolata,,,,Link,,Handbuch, 2: 3125,(1831),,,,,Cheirinia lanceolata,Link,3264351,,,,,2716632-4,,N,Erysimum sylvestre,Erysimum sylvestre (Crantz) Scop.,284209-1,2800511,Cheirinia lanceolata Link,Cheirinia lanceolata Link,Cheirinia lanceolata Link,C.,C. lanceolata,C. lanceolata Link,C. lanceolata Link,C. lanceolata Link
837988,77121007-1,Chenopodiastrum murale,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",Amaranthaceae,Species,Chenopodiastrum,"Chenopodiastrum S.Fuentes, Uotila & Borsch",2913108,77121006-1,Genus,2717214,,Species,Synonym,Amaranthaceae,,Chenopodium,,carthagenense,,,,Zuccagni,,Cent. Observ. Pl.,: 21,(1806),,,,,Chenopodium carthagenense,Zuccagni,2913109,,,,,2717214-4,,N,Chenopodiastrum murale,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",77121007-1,2913109,Chenopodium carthagenense Zuccagni,Chenopodium carthagenense Zuccagni,Chenopodium carthagenense Zuccagni,C.,C. carthagenense,C. carthagenense Zuccagni,C. carthagenense Zuccagni,C. carthagenense Zuccagni
837989,77121007-1,Chenopodiastrum murale,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",Amaranthaceae,Species,Chenopodiastrum,"Chenopodiastrum S.Fuentes, Uotila & Borsch",2913108,77121006-1,Genus,2717215,,Species,Synonym,Amaranthaceae,,Chenopodium,,carthagenense,,,,Zuccagni,J.J.Roemer,Collecteana,: 133,(1806),,,,,Chenopodium carthagenense,Zuccagni,2913109,,,,,2717215-4,,N,Chenopodiastrum murale,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",77121007-1,2913109,Chenopodium carthagenense Zuccagni,Chenopodium carthagenense Zuccagni,Chenopodium carthagenense Zuccagni,C.,C. carthagenense,C. carthagenense Zuccagni,C. carthagenense Zuccagni,C. carthagenense Zuccagni
839209,77542-1,Beaumontia khasiana,Beaumontia khasiana Hook.f.,Apocynaceae,Species,Beaumontia,Beaumontia Wall.,20245,2221-1,Genus,20259,77236335-1,Species,Illegitimate,Apocynaceae,,Beaumontia,,multiflora,,,,Teijsm. & Binn.,,Ned. Kruidk. Arch., 3: 393,(1855),", nom. illeg.",,,,Beaumontia multiflora,Teijsm. & Binn.,20254,,,,,77236335-1,,Y,Beaumontia khasiana,Beaumontia khasiana Hook.f.,77542-1,20254,Beaumontia multiflora Teijsm. & Binn.,Beaumontia multiflora Teijsm. & Binn.,Beaumontia multiflora Teijsm. & Binn.,B.,B. multiflora,B. multiflora Teijsm. & Binn.,B. multiflora Teijsm. & Binn.,B. multiflora Teijsm. & Binn.
839765,285812-2,Tabernaemontana macrocalyx,Tabernaemontana macrocalyx Müll.Arg.,Apocynaceae,Species,Tabernaemontana,Tabernaemontana Plum. ex L.,200545,328993-2,Genus,200585,77247825-1,Species,Illegitimate,Apocynaceae,,Tabernaemontana,,benthamiana,,,,Müll.Arg.,C.F.P.von Martius & auct. suc. (eds.),Fl. Bras., 6(1): 70,(1860),", nom. illeg.",,,,Tabernaemontana benthamiana,Müll.Arg.,200790,,,,,77247825-1,,Y,Tabernaemontana macrocalyx,Tabernaemontana macrocalyx Müll.Arg.,285812-2,200790,Tabernaemontana benthamiana Müll.Arg.,Tabernaemontana benthamiana Müll.Arg.,Tabernaemontana benthamiana Müll.Arg.,T.,T. benthamiana,T. benthamiana Müll.Arg.,T. benthamiana Müll.Arg.,T. benthamiana Müll.Arg.
840117,609358-1,Jasminum bakeri,Jasminum bakeri Scott Elliot,Oleaceae,Species,Jasminum,Jasminum L.,351937,328128-2,Genus,351777,609362-1,Species,Synonym,Oleaceae,,Jasminum,,bequaertii,,,,De Wild.,,Repert. Spec. Nov. Regni Veg., 11: 539,(1913),,,,,Jasminum bequaertii,De Wild.,351765,,,,,609362-1,,Y,Jasminum bakeri,Jasminum bakeri Scott Elliot,609358-1,351765,Jasminum bequaertii De Wild.,Jasminum bequaertii De Wild.,Jasminum bequaertii De Wild.,J.,J. bequaertii,J. bequaertii De Wild.,J. bequaertii De Wild.,J. bequaertii De Wild.
841160,128622-1,Triomma malaccensis,Triomma malaccensis Hook.f.,Burseraceae,Species,Triomma,Triomma Hook.f.,2432652,5186-1,Genus,2654195,,Species,Synonym,Sapindaceae,,Arytera,,macrocarpa,,,,Miq.,,"Fl. Ned. Ind., Eerste Bijv.",: 510,(1861),,,,,Arytera macrocarpa,Miq.,2432874,,,,,2654195-4,,N,Triomma malaccensis,Triomma malaccensis Hook.f.,128622-1,2432874,Arytera macrocarpa Miq.,Arytera macrocarpa Miq.,Arytera macrocarpa Miq.,A.,A. macrocarpa,A. macrocarpa Miq.,A. macrocarpa Miq.,A. macrocarpa Miq.
841161,128622-1,Triomma malaccensis,Triomma malaccensis Hook.f.,Burseraceae,Species,Triomma,Triomma Hook.f.,2432652,5186-1,Genus,2654196,,Species,Synonym,Sapindaceae,,Arytera,,macrocarpa,,,,Miq.,,"Fl. Ned. Ind., Eerste Bijv.",: 510,(1861),,,,seasonally dry tropical,Arytera macrocarpa,Miq.,2432874,,,,,2654196-4,,N,Triomma malaccensis,Triomma malaccensis Hook.f.,128622-1,2432874,Arytera macrocarpa Miq.,Arytera macrocarpa Miq.,Arytera macrocarpa Miq.,A.,A. macrocarpa,A. macrocarpa Miq.,A. macrocarpa Miq.,A. macrocarpa Miq.
841633,131278-2,Jacquiniella cernua,Jacquiniella cernua (Lindl.) Dressler,Orchidaceae,Species,Jacquiniella,Jacquiniella Schltr.,104149,291636-2,Genus,68702,632065-1,Species,Synonym,Orchidaceae,,Epidendrum,,karwinskii,,,,Rchb.f.,,Bonplandia (Hannover), 4: 327,(1856),,,,,Epidendrum karwinskii,Rchb.f.,104151,,,,,632065-1,,Y,Jacquiniella cernua,Jacquiniella cernua (Lindl.) Dressler,131278-2,104151,Epidendrum karwinskii Rchb.f.,Epidendrum karwinskii Rchb.f.,Epidendrum karwinskii Rchb.f.,E.,E. karwinskii,E. karwinskii Rchb.f.,E. karwinskii Rchb.f.,E. karwinskii Rchb.f.
