,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_parent,accepted_parent_w_author,accepted_parent_id,accepted_parent_ipni_id,accepted_parent_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_species_id,taxon_name_with_authors,taxon_name_with_paranthet_authors,taxon_name_with_primary_author,abbreviated_genus,sp_binomial_with_abbreviated_genus,sp_binomial_with_abbreviated_genus_with_authors,sp_binomial_with_abbreviated_genus_with_paranthet_authors,sp_binomial_with_abbreviated_genus_with_primary_author
1173847,465616-1,Litsea costalis,Litsea costalis (Nees) Kosterm.,Lauraceae,Species,Litsea,Litsea Lam.,2351640,331725-2,Genus,2349344,464937-1,Species,Synonym,Lauraceae,,Laurus,,grandis,,,,Wall.,,Numer. List,: n.° 2594 B,(1830),,,,,Laurus grandis,Wall.,2351791,,,,,464937-1,,N,Litsea costalis,Litsea costalis (Nees) Kosterm.,465616-1,2351791,Laurus grandis Wall.,Laurus grandis Wall.,Laurus grandis Wall.,L.,L. grandis,L. grandis Wall.,L. grandis Wall.,L. grandis Wall.
1395332,77202220-1,Machilus declinatus,Machilus declinatus (Blume) de Kok,Lauraceae,Species,Machilus,Machilus Rumph. ex Nees,2366898,21446-1,Genus,2348829,464979-1,Species,Synonym,Lauraceae,,Laurus,,ligustrina,,,,Wall.,,Numer. List,: n.° 2588 A,(1830),,,,,Laurus ligustrina,Wall.,3236561,,,,,464979-1,,N,Machilus declinatus,Machilus declinatus (Blume) de Kok,77202220-1,3236561,Laurus ligustrina Wall.,Laurus ligustrina Wall.,Laurus ligustrina Wall.,L.,L. ligustrina,L. ligustrina Wall.,L. ligustrina Wall.,L. ligustrina Wall.
1258937,468385-1,Phoebe lanceolata,Phoebe lanceolata (Nees) Nees,Lauraceae,Species,Phoebe,Phoebe Nees,2531687,30021606-2,Genus,2348808,464980-1,Species,Synonym,Lauraceae,,Laurus,,ligustrina,,,,Wall.,,Numer. List,: n.° 2588,(1830),,,,,Laurus ligustrina,Wall.,2531515,,,,,464980-1,,N,Phoebe lanceolata,Phoebe lanceolata (Nees) Nees,468385-1,2531515,Laurus ligustrina Wall.,Laurus ligustrina Wall.,Laurus ligustrina Wall.,L.,L. ligustrina,L. ligustrina Wall.,L. ligustrina Wall.,L. ligustrina Wall.
1186416,350875-1,Leucocroton flavicans,Leucocroton flavicans Müll.Arg.,Euphorbiaceae,Species,Leucocroton,Leucocroton Griseb.,111951,15590-1,Genus,111980,77242330-1,Species,Illegitimate,Euphorbiaceae,,Leucocroton,,revolutus,,,,C.Wright,,Anales Acad. Ci. Méd. Habana, 7: 153,(1870),", nom. illeg.",,,,Leucocroton revolutus,C.Wright,111964,,,,,77242330-1,,Y,Leucocroton flavicans,Leucocroton flavicans Müll.Arg.,350875-1,111964,Leucocroton revolutus C.Wright,Leucocroton revolutus C.Wright,Leucocroton revolutus C.Wright,L.,L. revolutus,L. revolutus C.Wright,L. revolutus C.Wright,L. revolutus C.Wright
446130,350884-1,Leucocroton revolutus,Leucocroton revolutus C.Wright,Euphorbiaceae,Species,Leucocroton,Leucocroton Griseb.,111951,15590-1,Genus,111979,350884-1,Species,Accepted,Euphorbiaceae,,Leucocroton,,revolutus,,,,C.Wright,,Anales Acad. Ci. Méd. Habana, 7: 154,(1870),,W. & C. Cuba,shrub,wet tropical,Leucocroton revolutus,C.Wright,111979,,,,111951,350884-1,,Y,Leucocroton revolutus,Leucocroton revolutus C.Wright,350884-1,111979,Leucocroton revolutus C.Wright,Leucocroton revolutus C.Wright,Leucocroton revolutus C.Wright,L.,L. revolutus,L. revolutus C.Wright,L. revolutus C.Wright,L. revolutus C.Wright
1373653,77223069-1,Linum flavum subsp. flavum,Linum flavum subsp. flavum,Linaceae,Subspecies,Linum flavum,Linum flavum L.,2347505,544473-1,Species,2353466,544751-1,Species,Synonym,Linaceae,,Linum,,thracicum,,,,Degen,,Magyar Bot. Lapok, 4: 123,(1905),,,,,Linum thracicum,Degen,3257396,,,,,544751-1,,N,Linum flavum,Linum flavum L.,544473-1,2347505,Linum thracicum Degen,Linum thracicum Degen,Linum thracicum Degen,L.,L. thracicum,L. thracicum Degen,L. thracicum Degen,L. thracicum Degen
552992,544750-1,Linum thracicum,Linum thracicum Degen,Linaceae,Species,Linum,Linum L.,2347347,24945-1,Genus,2353467,544750-1,Species,Accepted,Linaceae,,Linum,,thracicum,,,,Degen,,Oesterr. Bot. Z., 43: 55,(1893),,Balkan Pen.,perennial,temperate,Linum thracicum,Degen,2353467,,,,2347347,544750-1,,N,Linum thracicum,Linum thracicum Degen,544750-1,2353467,Linum thracicum Degen,Linum thracicum Degen,Linum thracicum Degen,L.,L. thracicum,L. thracicum Degen,L. thracicum Degen,L. thracicum Degen
1163961,548896-1,Lampas elmeri,Lampas elmeri Danser,Loranthaceae,Species,Lampas,Lampas Danser,2353666,25245-1,Genus,2353186,,Species,Illegitimate,Loranthaceae,,Loranthus,,elmeri,,,,Merr.,,Univ. Calif. Publ. Bot., 15: 53,(1929),", nom. illeg.",,,,Loranthus elmeri,Merr.,2937092,,,T,,2353186-4,,N,Lampas elmeri,Lampas elmeri Danser,548896-1,2937092,Loranthus elmeri Merr.,Loranthus elmeri Merr.,Loranthus elmeri Merr.,L.,L. elmeri,L. elmeri Merr.,L. elmeri Merr.,L. elmeri Merr.
1128213,550466-1,Macrosolen cochinchinensis,Macrosolen cochinchinensis (Lour.) Tiegh.,Loranthaceae,Species,Macrosolen,Macrosolen (Blume) Rchb.,2376006,25271-1,Genus,2353198,549379-1,Species,Synonym,Loranthaceae,,Loranthus,,elmeri,,,,Merr.,,"Philipp. J. Sci., C", 9: 285,(1914),,,,,Loranthus elmeri,Merr.,2375921,,,,,549379-1,,N,Macrosolen cochinchinensis,Macrosolen cochinchinensis (Lour.) Tiegh.,550466-1,2375921,Loranthus elmeri Merr.,Loranthus elmeri Merr.,Loranthus elmeri Merr.,L.,L. elmeri,L. elmeri Merr.,L. elmeri Merr.,L. elmeri Merr.
1394318,548677-1,Erianthemum dregei,Erianthemum dregei (Eckl. & Zeyh.) Tiegh.,Loranthaceae,Species,Erianthemum,Erianthemum Tiegh.,2792466,25212-1,Genus,2352993,,Species,Illegitimate,Loranthaceae,,Loranthus,,heterochromus,,,,K.Krause,,Notizbl. Bot. Gart. Berlin-Dahlem, 8: 500,(1923),", nom. illeg.",,,,Loranthus heterochromus,K.Krause,2792470,,,,,2352993-4,,N,Erianthemum dregei,Erianthemum dregei (Eckl. & Zeyh.) Tiegh.,548677-1,2792470,Loranthus heterochromus K.Krause,Loranthus heterochromus K.Krause,Loranthus heterochromus K.Krause,L.,L. heterochromus,L. heterochromus K.Krause,L. heterochromus K.Krause,L. heterochromus K.Krause
1291904,547729-1,Amyema hastifolia,Amyema hastifolia (Ridl.) Danser,Loranthaceae,Species,Amyema,Amyema Tiegh.,2635174,25148-1,Genus,2352994,549542-1,Species,Synonym,Loranthaceae,,Loranthus,,heterochromus,,,,K.Krause,,Bot. Jahrb. Syst., 57: 490,(1922),,,,,Loranthus heterochromus,K.Krause,2635255,,,,,549542-1,,N,Amyema hastifolia,Amyema hastifolia (Ridl.) Danser,547729-1,2635255,Loranthus heterochromus K.Krause,Loranthus heterochromus K.Krause,Loranthus heterochromus K.Krause,L.,L. heterochromus,L. heterochromus K.Krause,L. heterochromus K.Krause,L. heterochromus K.Krause
1044008,53080-1,Phlogacanthus pulcherrimus,Phlogacanthus pulcherrimus T.Anderson,Acanthaceae,Species,Phlogacanthus,Phlogacanthus Nees,2406062,30196151-2,Genus,2341975,,Species,Synonym,Acanthaceae,,Loxanthus,,gomezii,,,,Nees,A.P.de Candolle,Prodr., 11: 322,(1847),,,,,Loxanthus gomezii,Nees,2406628,,,,,2341975-4,,N,Phlogacanthus pulcherrimus,Phlogacanthus pulcherrimus T.Anderson,53080-1,2406628,Loxanthus gomezii Nees,Loxanthus gomezii Nees,Loxanthus gomezii Nees,L.,L. gomezii,L. gomezii Nees,L. gomezii Nees,L. gomezii Nees
976718,978947-1,Phlogacanthus gomezii,Phlogacanthus gomezii (Nees) J.R.I.Wood,Acanthaceae,Species,Phlogacanthus,Phlogacanthus Nees,2406062,30196151-2,Genus,2341976,52234-1,Species,Synonym,Acanthaceae,,Loxanthus,,gomezii,,,,Nees,N.Wallich,Pl. Asiat. Rar., 3: 99,(1832),,,,,Loxanthus gomezii,Nees,2406084,,,T,,52234-1,,N,Phlogacanthus gomezii,Phlogacanthus gomezii (Nees) J.R.I.Wood,978947-1,2406084,Loxanthus gomezii Nees,Loxanthus gomezii Nees,Loxanthus gomezii Nees,L.,L. gomezii,L. gomezii Nees,L. gomezii Nees,L. gomezii Nees
1375625,60452842-2,Selaginella selaginoides,Selaginella selaginoides (L.) P.Beauv. ex Schrank & Mart.,Selaginellaceae,Species,Selaginella,Selaginella P.Beauv.,3141665,30003748-2,Genus,3269201,,Species,Synonym,Lycopodiaceae,,Lycopodium,,bryophyllum,,,,C.Presl,,Reliq. Haenk., 1: 81,(1825),,,,,Lycopodium bryophyllum,C.Presl,3139002,,,,,3269201-4,,N,Selaginella selaginoides,Selaginella selaginoides (L.) P.Beauv. ex Schrank & Mart.,60452842-2,3139002,Lycopodium bryophyllum C.Presl,Lycopodium bryophyllum C.Presl,Lycopodium bryophyllum C.Presl,L.,L. bryophyllum,L. bryophyllum C.Presl,L. bryophyllum C.Presl,L. bryophyllum C.Presl
1345509,304983-2,Lycopodium annotinum,Lycopodium annotinum L.,Lycopodiaceae,Species,Lycopodium,Lycopodium L.,3141667,30000138-2,Genus,3235697,,Species,Synonym,Lycopodiaceae,,Lycopodium,,bryophyllum,,,,C.Presl,,Reliq. Haenk., 1: 81,(1825),,,,,Lycopodium bryophyllum,C.Presl,3137941,,,,,3235697-4,,N,Lycopodium annotinum,Lycopodium annotinum L.,304983-2,3137941,Lycopodium bryophyllum C.Presl,Lycopodium bryophyllum C.Presl,Lycopodium bryophyllum C.Presl,L.,L. bryophyllum,L. bryophyllum C.Presl,L. bryophyllum C.Presl,L. bryophyllum C.Presl
1183673,119401-1,Nonea pulla,Nonea pulla (L.) DC.,Boraginaceae,Species,Nonea,Nonea Medik.,2379702,4704-1,Genus,2338062,118383-1,Species,Synonym,Boraginaceae,,Lycopsis,,pulla,,,,L.,P.Loefling,Iter Hispan.,: 302,(1758),", nom. cons.",,,,Lycopsis pulla,L.,2379973,,,T,,118383-1,,N,Nonea pulla,Nonea pulla (L.) DC.,119401-1,2379973,Lycopsis pulla L.,Lycopsis pulla L.,Lycopsis pulla L.,L.,L. pulla,L. pulla L.,L. pulla L.,L. pulla L.
851454,77224203-1,Nonea pulla subsp. pulla,Nonea pulla subsp. pulla,Boraginaceae,Subspecies,Nonea pulla,Nonea pulla (L.) DC.,2379973,119401-1,Species,2932867,,Species,Illegitimate,Boraginaceae,,Lycopsis,,pulla,,,,L.,,"Syst. Nat., ed. 10.", 2: 916,(1759),", nom. illeg.",,,,Lycopsis pulla,L.,3257696,,,,,2932867-4,,N,Nonea pulla,Nonea pulla (L.) DC.,119401-1,2379973,Lycopsis pulla L.,Lycopsis pulla L.,Lycopsis pulla L.,L.,L. pulla,L. pulla L.,L. pulla L.,L. pulla L.
1299591,77251968-1,Maesa lanceolata var. golungensis,Maesa lanceolata var. golungensis Hiern,Primulaceae,Variety,Maesa lanceolata,Maesa lanceolata Forssk.,2502980,588843-1,Species,2502927,,Species,Illegitimate,Primulaceae,,Maesa,,bequaertii,,,,De Wild.,,Rev. Zool. Bot. Africaines, 9(Suppl. Bot.): 7,(1921),", nom. illeg.",,,,Maesa bequaertii,De Wild.,2887043,,,,,2502927-4,,N,Maesa lanceolata,Maesa lanceolata Forssk.,588843-1,2502980,Maesa bequaertii De Wild.,Maesa bequaertii De Wild.,Maesa bequaertii De Wild.,M.,M. bequaertii,M. bequaertii De Wild.,M. bequaertii De Wild.,M. bequaertii De Wild.
1109188,588989-1,Maesa welwitschii,Maesa welwitschii Gilg,Primulaceae,Species,Maesa,Maesa Forssk.,2500992,27330-1,Genus,2502928,588749-1,Species,Synonym,Primulaceae,,Maesa,,bequaertii,,,,De Wild.,,Rev. Zool. Bot. Africaines, 8(Suppl. Bot.): 32,(1920),,,,,Maesa bequaertii,De Wild.,2502816,,,,,588749-1,,N,Maesa welwitschii,Maesa welwitschii Gilg,588989-1,2502816,Maesa bequaertii De Wild.,Maesa bequaertii De Wild.,Maesa bequaertii De Wild.,M.,M. bequaertii,M. bequaertii De Wild.,M. bequaertii De Wild.,M. bequaertii De Wild.
1282050,351489-1,Mallotus barbatus,Mallotus barbatus Müll.Arg.,Euphorbiaceae,Species,Mallotus,Mallotus Lour.,118784,15617-1,Genus,118883,351548-1,Species,Illegitimate,Euphorbiaceae,,Mallotus,,esquirolii,,,,H.Lév.,,Repert. Spec. Nov. Regni Veg., 9: 461,(1911),", nom. illeg.",,,,Mallotus esquirolii,H.Lév.,118809,,,,,351548-1,,Y,Mallotus barbatus,Mallotus barbatus Müll.Arg.,351489-1,118809,Mallotus esquirolii H.Lév.,Mallotus esquirolii H.Lév.,Mallotus esquirolii H.Lév.,M.,M. esquirolii,M. esquirolii H.Lév.,M. esquirolii H.Lév.,M. esquirolii H.Lév.
1242228,351580-1,Mallotus khasianus,Mallotus khasianus Hook.f.,Euphorbiaceae,Species,Mallotus,Mallotus Lour.,118784,15617-1,Genus,118884,351549-1,Species,Synonym,Euphorbiaceae,,Mallotus,,esquirolii,,,,H.Lév.,,Repert. Spec. Nov. Regni Veg., 9: 327,(1911),,,tree,wet tropical,Mallotus esquirolii,H.Lév.,118930,,,,,351549-1,,Y,Mallotus khasianus,Mallotus khasianus Hook.f.,351580-1,118930,Mallotus esquirolii H.Lév.,Mallotus esquirolii H.Lév.,Mallotus esquirolii H.Lév.,M.,M. esquirolii,M. esquirolii H.Lév.,M. esquirolii H.Lév.,M. esquirolii H.Lév.
876584,1005844-1,Coryphantha robustispina subsp. scheeri,Coryphantha robustispina subsp. scheeri (Lem.) N.P.Taylor,Cactaceae,Subspecies,Coryphantha robustispina,Coryphantha robustispina (A.Schott ex Engelm.) Britton & Rose,2739749,66623-2,Species,2360186,,Species,Illegitimate,Cactaceae,,Mammillaria,,scheeri,,,,Muehlenpf.,,Allg. Gartenzeitung, 15: 97,(1847),", nom. illeg.",,,,Mammillaria scheeri,Muehlenpf.,2739750,,,T,,2360186-4,,N,Coryphantha robustispina,Coryphantha robustispina (A.Schott ex Engelm.) Britton & Rose,66623-2,2739749,Mammillaria scheeri Muehlenpf.,Mammillaria scheeri Muehlenpf.,Mammillaria scheeri Muehlenpf.,M.,M. scheeri,M. scheeri Muehlenpf.,M. scheeri Muehlenpf.,M. scheeri Muehlenpf.
1290664,77217858-1,Cochemiea conoidea,Cochemiea conoidea (DC.) P.B.Breslin & Majure,Cactaceae,Species,Cochemiea,Cochemiea (K.Brandegee) Walton,2729760,1154805-2,Genus,2360174,151649-2,Species,Synonym,Cactaceae,,Mammillaria,,scheeri,,,,Muehlenpf.,,Allg. Gartenzeitung, 13: 346,(1845),,,,,Mammillaria scheeri,Muehlenpf.,3273312,,,,,151649-2,,N,Cochemiea conoidea,Cochemiea conoidea (DC.) P.B.Breslin & Majure,77217858-1,3273312,Mammillaria scheeri Muehlenpf.,Mammillaria scheeri Muehlenpf.,Mammillaria scheeri Muehlenpf.,M.,M. scheeri,M. scheeri Muehlenpf.,M. scheeri Muehlenpf.,M. scheeri Muehlenpf.
844801,7926-2,Aiphanes ulei,Aiphanes ulei (Dammer) Burret,Arecaceae,Species,Aiphanes,Aiphanes Willd.,5086,30004063-2,Genus,121008,153721-2,Species,Synonym,Arecaceae,,Martinezia,,ulei,,,,Dammer,,Verh. Bot. Vereins Prov. Brandenburg, 48: 127,(1906 publ. 1907),,,,,Martinezia ulei,Dammer,5137,,,T,,153721-2,,Y,Aiphanes ulei,Aiphanes ulei (Dammer) Burret,7926-2,5137,Martinezia ulei Dammer,Martinezia ulei Dammer,Martinezia ulei Dammer,M.,M. ulei,M. ulei Dammer,M. ulei Dammer,M. ulei Dammer
797365,7909-2,Aiphanes horrida,Aiphanes horrida (Jacq.) Burret,Arecaceae,Species,Aiphanes,Aiphanes Willd.,5086,30004063-2,Genus,121007,153722-2,Species,Illegitimate,Arecaceae,,Martinezia,,ulei,,,,Dammer,,Notizbl. Königl. Bot. Gart. Berlin, 6: 266,(1915),", nom. illeg.",,,,Martinezia ulei,Dammer,5114,,,,,153722-2,,Y,Aiphanes horrida,Aiphanes horrida (Jacq.) Burret,7909-2,5114,Martinezia ulei Dammer,Martinezia ulei Dammer,Martinezia ulei Dammer,M.,M. ulei,M. ulei Dammer,M. ulei Dammer,M. ulei Dammer
411562,642919-1,Masdevallia leontoglossa,Masdevallia leontoglossa Rchb.f.,Orchidaceae,Species,Masdevallia,Masdevallia Ruiz & Pav.,121094,30000945-2,Genus,121510,642919-1,Species,Accepted,Orchidaceae,,Masdevallia,,leontoglossa,,,,Rchb.f.,,Bonplandia (Hannover), 3: 69,(1855),,Colombia (Norte de Santander),epiphyte,wet tropical,Masdevallia leontoglossa,Rchb.f.,121510,,,,121094,642919-1,,Y,Masdevallia leontoglossa,Masdevallia leontoglossa Rchb.f.,642919-1,121510,Masdevallia leontoglossa Rchb.f.,Masdevallia leontoglossa Rchb.f.,Masdevallia leontoglossa Rchb.f.,M.,M. leontoglossa,M. leontoglossa Rchb.f.,M. leontoglossa Rchb.f.,M. leontoglossa Rchb.f.
958648,642833-1,Masdevallia fragrans,Masdevallia fragrans Woolward,Orchidaceae,Species,Masdevallia,Masdevallia Ruiz & Pav.,121094,30000945-2,Genus,121511,77242709-1,Species,Illegitimate,Orchidaceae,,Masdevallia,,leontoglossa,,,,Rchb.f.,,Gartenflora, 36: 612,(1887),", nom. illeg.",,epiphyte,wet tropical,Masdevallia leontoglossa,Rchb.f.,121387,,,,,77242709-1,,Y,Masdevallia fragrans,Masdevallia fragrans Woolward,642833-1,121387,Masdevallia leontoglossa Rchb.f.,Masdevallia leontoglossa Rchb.f.,Masdevallia leontoglossa Rchb.f.,M.,M. leontoglossa,M. leontoglossa Rchb.f.,M. leontoglossa Rchb.f.,M. leontoglossa Rchb.f.
1257252,642726-1,Masdevallia caudata,Masdevallia caudata Lindl.,Orchidaceae,Species,Masdevallia,Masdevallia Ruiz & Pav.,121094,30000945-2,Genus,121898,643166-1,Species,Synonym,Orchidaceae,,Masdevallia,,tricolor,,,,Rchb.f.,,Linnaea, 22: 818,(1850),,,epiphyte,wet tropical,Masdevallia tricolor,Rchb.f.,121229,,,,,643166-1,,Y,Masdevallia caudata,Masdevallia caudata Lindl.,642726-1,121229,Masdevallia tricolor Rchb.f.,Masdevallia tricolor Rchb.f.,Masdevallia tricolor Rchb.f.,M.,M. tricolor,M. tricolor Rchb.f.,M. tricolor Rchb.f.,M. tricolor Rchb.f.
1274864,997064-1,Dracula trichroma,Dracula trichroma (Schltr.) Hermans,Orchidaceae,Species,Dracula,Dracula Luer,64021,30001158-2,Genus,121897,154118-2,Species,Illegitimate,Orchidaceae,,Masdevallia,,tricolor,,,,Rchb.f.,,Gard. Chron.,", n.s., 18: 102",(1882),", nom. illeg.",,,,Masdevallia tricolor,Rchb.f.,64141,,,T,,154118-2,,Y,Dracula trichroma,Dracula trichroma (Schltr.) Hermans,997064-1,64141,Masdevallia tricolor Rchb.f.,Masdevallia tricolor Rchb.f.,Masdevallia tricolor Rchb.f.,M.,M. tricolor,M. tricolor Rchb.f.,M. tricolor Rchb.f.,M. tricolor Rchb.f.
1336782,643731-1,Maxillaria porrecta,Maxillaria porrecta Lindl.,Orchidaceae,Species,Maxillaria,Maxillaria Ruiz & Pav.,122275,322776-2,Genus,122654,280608-2,Species,Synonym,Orchidaceae,,Maxillaria,,lactea,,,,Schltr.,,Repert. Spec. Nov. Regni Veg. Beih., 19: 233,(1923),,,,,Maxillaria lactea,Schltr.,122876,,,,,280608-2,,Y,Maxillaria porrecta,Maxillaria porrecta Lindl.,643731-1,122876,Maxillaria lactea Schltr.,Maxillaria lactea Schltr.,Maxillaria lactea Schltr.,M.,M. lactea,M. lactea Schltr.,M. lactea Schltr.,M. lactea Schltr.
922209,318680-2,Maxillaria ringens,Maxillaria ringens Rchb.f.,Orchidaceae,Species,Maxillaria,Maxillaria Ruiz & Pav.,122275,322776-2,Genus,122653,77243177-1,Species,Illegitimate,Orchidaceae,,Maxillaria,,lactea,,,,Schltr.,,Beih. Bot. Centralbl., 42(2): 131,(1925),", nom. illeg.",,,,Maxillaria lactea,Schltr.,122921,,,,,77243177-1,,Y,Maxillaria ringens,Maxillaria ringens Rchb.f.,318680-2,122921,Maxillaria lactea Schltr.,Maxillaria lactea Schltr.,Maxillaria lactea Schltr.,M.,M. lactea,M. lactea Schltr.,M. lactea Schltr.,M. lactea Schltr.
587378,322889-2,Maxillaria lehmannii,Maxillaria lehmannii Rchb.f.,Orchidaceae,Species,Maxillaria,Maxillaria Ruiz & Pav.,122275,322776-2,Genus,122667,322889-2,Species,Accepted,Orchidaceae,,Maxillaria,,lehmannii,,,,Rchb.f.,,Otia Bot. Hamburg.,: 8,(1878),,Ecuador,pseudobulbous epiphyte,wet tropical,Maxillaria lehmannii,Rchb.f.,122667,,,,122275,322889-2,,Y,Maxillaria lehmannii,Maxillaria lehmannii Rchb.f.,322889-2,122667,Maxillaria lehmannii Rchb.f.,Maxillaria lehmannii Rchb.f.,Maxillaria lehmannii Rchb.f.,M.,M. lehmannii,M. lehmannii Rchb.f.,M. lehmannii Rchb.f.,M. lehmannii Rchb.f.
909655,60471694-2,Maxillaria brendae,Maxillaria brendae Molinari,Orchidaceae,Species,Maxillaria,Maxillaria Ruiz & Pav.,122275,322776-2,Genus,523061,77243238-1,Species,Illegitimate,Orchidaceae,,Maxillaria,,lehmannii,,,,Rchb.f.,,Gard. Chron.,", n.s., 25: 648",(1886),", nom. illeg.",,,,Maxillaria lehmannii,Rchb.f.,522853,,,T,,77243238-1,,Y,Maxillaria brendae,Maxillaria brendae Molinari,60471694-2,522853,Maxillaria lehmannii Rchb.f.,Maxillaria lehmannii Rchb.f.,Maxillaria lehmannii Rchb.f.,M.,M. lehmannii,M. lehmannii Rchb.f.,M. lehmannii Rchb.f.,M. lehmannii Rchb.f.
1355247,570134-1,Medinilla crassata,Medinilla crassata Elmer,Melastomataceae,Species,Medinilla,Medinilla Gaudich. ex DC.,3030738,26444-1,Genus,3298355,,Species,Synonym,Melastomataceae,,Medinilla,,gracilipes,,,,Merr.,,"Philipp. J. Sci., C", 8: 236,(1913),,,,,Medinilla gracilipes,Merr.,3018911,,,,,3298355-4,,N,Medinilla crassata,Medinilla crassata Elmer,570134-1,3018911,Medinilla gracilipes Merr.,Medinilla gracilipes Merr.,Medinilla gracilipes Merr.,M.,M. gracilipes,M. gracilipes Merr.,M. gracilipes Merr.,M. gracilipes Merr.
1183830,570478-1,Medinilla tenuipes,Medinilla tenuipes Merr.,Melastomataceae,Species,Medinilla,Medinilla Gaudich. ex DC.,3030738,26444-1,Genus,3024635,570203-1,Species,Synonym,Melastomataceae,,Medinilla,,gracilipes,,,,Merr.,,"Philipp. J. Sci., C", 8: 249,(1913),,,,,Medinilla gracilipes,Merr.,3019171,,,,,570203-1,,N,Medinilla tenuipes,Medinilla tenuipes Merr.,570478-1,3019171,Medinilla gracilipes Merr.,Medinilla gracilipes Merr.,Medinilla gracilipes Merr.,M.,M. gracilipes,M. gracilipes Merr.,M. gracilipes Merr.,M. gracilipes Merr.
816903,360770-1,Carpanthea calendulacea,Carpanthea calendulacea (Haw.) L.Bolus,Aizoaceae,Species,Carpanthea,Carpanthea N.E.Br.,2701225,16121-1,Genus,2363059,362667-1,Species,Synonym,Aizoaceae,,Mesembryanthemum,,calendulaceum,,,,Haw.,,Misc. Nat.,: 47,(1803),,,,,Mesembryanthemum calendulaceum,Haw.,2701226,,,T,,362667-1,,N,Carpanthea calendulacea,Carpanthea calendulacea (Haw.) L.Bolus,360770-1,2701226,Mesembryanthemum calendulaceum Haw.,Mesembryanthemum calendulaceum Haw.,Mesembryanthemum calendulaceum Haw.,M.,M. calendulaceum,M. calendulaceum Haw.,M. calendulaceum Haw.,M. calendulaceum Haw.
1246892,360771-1,Carpanthea pomeridiana,Carpanthea pomeridiana (L.) N.E.Br.,Aizoaceae,Species,Carpanthea,Carpanthea N.E.Br.,2701225,16121-1,Genus,2363078,,Species,Illegitimate,Aizoaceae,,Mesembryanthemum,,calendulaceum,,,,Haw.,,Saxifrag. Enum., 2: 161,(1821),", nom. illeg.",,,,Mesembryanthemum calendulaceum,Haw.,2701228,,,,,2363078-4,,N,Carpanthea pomeridiana,Carpanthea pomeridiana (L.) N.E.Br.,360771-1,2701228,Mesembryanthemum calendulaceum Haw.,Mesembryanthemum calendulaceum Haw.,Mesembryanthemum calendulaceum Haw.,M.,M. calendulaceum,M. calendulaceum Haw.,M. calendulaceum Haw.,M. calendulaceum Haw.
1296113,50426334-2,Jordaaniella maritima,Jordaaniella maritima (L.Bolus) van Jaarsv.,Aizoaceae,Species,Jordaaniella,Jordaaniella H.E.K.Hartmann,2331257,893298-1,Genus,2361609,57786-1,Species,Synonym,Aizoaceae,,Mesembryanthemum,,maritimum,,,,L.Bolus,,Ann. Bolus Herb., 4: 2,(1925),,,,,Mesembryanthemum maritimum,L.Bolus,2333023,,,T,,57786-1,,N,Jordaaniella maritima,Jordaaniella maritima (L.Bolus) van Jaarsv.,50426334-2,2333023,Mesembryanthemum maritimum L.Bolus,Mesembryanthemum maritimum L.Bolus,Mesembryanthemum maritimum L.Bolus,M.,M. maritimum,M. maritimum L.Bolus,M. maritimum L.Bolus,M. maritimum L.Bolus
963834,362217-1,Lampranthus falciformis,Lampranthus falciformis (Haw.) N.E.Br.,Aizoaceae,Species,Lampranthus,Lampranthus N.E.Br.,2342000,326333-2,Genus,2361608,,Species,Illegitimate,Aizoaceae,,Mesembryanthemum,,maritimum,,,,L.Bolus,,Notes Mesembryanthemum, 3: 55,(1937),", nom. illeg.",,,,Mesembryanthemum maritimum,L.Bolus,2342600,,,,,2361608-4,,N,Lampranthus falciformis,Lampranthus falciformis (Haw.) N.E.Br.,362217-1,2342600,Mesembryanthemum maritimum L.Bolus,Mesembryanthemum maritimum L.Bolus,Mesembryanthemum maritimum L.Bolus,M.,M. maritimum,M. maritimum L.Bolus,M. maritimum L.Bolus,M. maritimum L.Bolus
272141,77122026-1,Octopoma nanum,Octopoma nanum (L.Bolus) Klak,Aizoaceae,Species,Octopoma,Octopoma N.E.Br.,2390805,16278-1,Genus,2362295,363361-1,Species,Synonym,Aizoaceae,,Mesembryanthemum,,reductum,,,,N.E.Br.,,Gard. Chron.,", ser. 3, 87: 32",(1930),,,,,Mesembryanthemum reductum,N.E.Br.,2914572,2423108,L.Bolus,T,,363361-1,,N,Octopoma nanum,Octopoma nanum (L.Bolus) Klak,77122026-1,2914572,Mesembryanthemum reductum N.E.Br.,Mesembryanthemum reductum N.E.Br.,Mesembryanthemum reductum N.E.Br.,M.,M. reductum,M. reductum N.E.Br.,M. reductum N.E.Br.,M. reductum N.E.Br.
